username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
saganaki,"Stockholm, Sweden",Joined in Sep 2007,133,130,39,0,[],0,[]
coombsmandy,"North Petherton, United Kingdom",Joined in Jul 2005,380,133,123,3,[],0,[]
caramelle-skin,"Luton, United Kingdom",Joined in Sep 2014,138,45,30,0,[],0,[]
Pesc_Kr,"Copenhagen, Denmark",Joined in Feb 2009,103,73,25,0,[],0,[]
Kamka00,,Joined in Oct 2017,2,2,0,1,['779andrak'],0,[]
birnaola,"Copenhagen, Denmark",Joined in Jul 2017,1,1,0,0,[],0,[]
bubbleDC,"Washington DC, District of Columbia",Joined in Jul 2008,761,306,105,5,[],1,['ThePointsGuy']
travelbugbitten10,"Coolum Beach, Australia",Joined in Oct 2005,385,383,207,0,[],0,[]
Bruce-and-Demi,,Joined in Aug 2016,41,21,13,0,[],0,[]
DouglasTD,"Taunton, United Kingdom",Joined in May 2014,57,50,56,0,[],0,[]
janlilly,"London, United Kingdom",Joined in Mar 2009,91,37,24,0,[],0,[]
diwarwick,sydney australia,Joined in Aug 2009,28,25,27,0,[],0,[]
LauraG050,"San Diego, California",Joined in Mar 2012,268,213,73,1,['aug-explorer'],0,[]
LowHarry,"Singapore, Singapore",Joined in Feb 2013,416,118,57,0,[],0,[]
Kokkepiken,,Joined in Nov 2014,55,54,23,0,[],0,[]
hemligt,"Rijeka, Croatia",Joined in May 2012,287,106,27,0,[],0,[]
gabortoth,"Budapest, Hungary",Joined in Apr 2010,77,35,46,2,[],34,"['Tripadvisor', 'NatGeo', 'TravelandLeisure', 'TravelChannel', 'theculturetrip', 'thisisinsider', 'GoPro', 'TimeOut', 'BusinessInsider', 'TAFlights', 'Expedia', 'luxurytravel', 'matolay', 'zoltant341', 'Joy_Villa', 'mariannap759', 'Kovball', '926dirkl', 'Gabot61', 'Culture631116']"
GhiriRighi,"Milan, Italy",Joined in Jul 2013,160,147,136,0,[],0,[]
Christian666999000,,Joined in Jun 2020,1,1,0,0,[],0,[]
tmithomas,"Klang, Malaysia",Joined in Jul 2009,300,130,72,2,[],0,[]
MaulikB,"Copenhagen, Denmark",Joined in Sep 2010,28,26,8,0,[],0,[]
Pathfinder175400,"Lorenskog Municipality, Norway",Joined in Dec 2009,16,16,7,0,[],0,[]
Badelynge,"London, United Kingdom",Joined in Apr 2010,111,109,81,0,[],0,[]
Freija_69,"Vantaa, Finland",Joined in Oct 2007,97,90,19,0,[],11,[]
Bastianmis,"Viborg, Denmark",Joined in Dec 2008,264,246,80,0,[],0,[]
elliefood,,Joined in Jun 2014,8,3,1,0,[],3,"['dilaragez', '624ferideh', '678seday']"
wainani,"Copenhagen, Denmark",Joined in May 2008,4,4,14,0,[],0,[]
rtrip13,,Joined in Aug 2013,13,12,8,0,[],0,[]
bigbrown93,"Hayling Island, United Kingdom",Joined in Apr 2015,3,3,0,0,[],0,[]
MariusOkland86,"Sandane, Norway",Joined in Jul 2014,4,4,2,0,[],0,[]
denisee72018,"Vienna, Austria",Joined in Aug 2018,6,5,14,0,[],0,[]
DaveA_ABZ,"Aberdeen, United Kingdom",Joined in Nov 2009,158,60,32,0,[],0,[]
Staga,"Espoo, Finland",Joined in Mar 2014,36,35,11,0,[],0,[]
travelequalsbliss,"Seattle, Washington",Joined in Jun 2009,327,231,112,3,"['dpontarlier', 'Casperulrick', 'PamCaki']",0,[]
eirikn0rway,"Oslo, Norway",Joined in Jul 2017,139,113,48,1,[],2,[]
ChazzaTurnip,,Joined in Dec 2017,2,2,0,0,[],0,[]
LaLaKaboom,"Belgooly, Ireland",Joined in May 2013,3,3,1,0,[],0,[]
Carlster85,"London, United Kingdom",Joined in Aug 2008,28,15,43,0,[],0,[]
chedegaa,"Hillerod, Denmark",Joined in Apr 2009,44,35,29,0,[],0,[]
Sirish_21,"Wageningen, The Netherlands",Joined in Dec 2011,51,51,13,0,[],0,[]
896nkc,,Joined in Sep 2016,2,1,0,0,[],0,[]
PrinsA7,"Berkel en Rodenrijs, The Netherlands",Joined in Jul 2016,742,207,29,6,"['nethulanka', 'EATSINDIA', 'Horikje', 'foodgasm73', 'VenusPo', 'christoffelv2018']",1,['BadgeCollection']
JensL63,"Odense, Denmark",Joined in Jul 2012,122,112,19,1,[],0,[]
Skytanghk,,Joined in May 2019,7,4,0,0,[],0,[]
DaneinLux,"Bertrange, Luxembourg",Joined in Oct 2005,44,26,4,0,[],0,[]
Uacceptabelservice,,Joined in Jul 2020,3,1,0,0,[],0,[]
OJB,"Hamar, Norway",Joined in Jan 2008,243,231,143,0,[],0,[]
299jaffark,Denmark,Joined in Nov 2015,76,32,14,0,[],0,[]
pajulankustaa,Tampere,Joined in May 2009,130,118,33,0,[],0,[]
mikkelo279,,Joined in Jul 2018,3,2,1,0,[],0,[]
davidmiller46a,,Joined in May 2013,1,1,0,0,[],0,[]
88108810,,Joined in Jun 2019,6,6,3,0,[],0,[]
Peter_L_Lund,,Joined in Nov 2020,1,1,0,0,[],0,[]
834urbanp,"Stockholm, Sweden",Joined in Oct 2019,3,3,0,0,[],0,[]
sichime,"Moscow, Russia",Joined in Jan 2015,3,3,1,0,[],0,[]
janelsner,Hørsholm,Joined in Nov 2010,4,3,1,0,[],0,[]
amirmol,"Copenhagen, Denmark",Joined in Jul 2011,7,7,1,0,[],0,[]
adamkP6726FP,,Joined in Sep 2020,3,3,0,0,[],0,[]
S3537HXmatthewm,,Joined in Sep 2020,1,1,0,0,[],0,[]
Nealpughe,,Joined in Sep 2020,1,1,1,0,[],0,[]
Catpughe,"Bristol, United Kingdom",Joined in Jan 2015,5,4,1,0,[],0,[]
katti210,"Rostock, Germany",Joined in Sep 2020,2,1,0,0,[],0,[]
Z6080SJalisonf,"Ringe, Denmark",Joined in Feb 2020,1,1,0,0,[],0,[]
javmm,"Madrid, Spain",Joined in Jul 2015,3,2,0,0,[],0,[]
BrettRiddett,"Sydney, Australia",Joined in Jul 2011,159,101,141,0,[],0,[]
drwieben,"Copenhagen, Denmark",Joined in Sep 2018,17,10,2,0,[],0,[]
Walkerdavejane,"York, United Kingdom",Joined in May 2016,6,3,0,0,[],0,[]
Swissmami,Zug,Joined in Aug 2014,69,69,36,0,[],0,[]
Travellerlauren94,,Joined in Aug 2019,1,1,0,0,[],0,[]
paullamar69,"Arad, Romania",Joined in Jun 2011,232,232,138,3,[],0,[]
Glutenfree1207,,Joined in Jul 2019,1,1,0,0,[],0,[]
Sverre83,"Bergen, Norway",Joined in Sep 2008,6,6,1,0,[],0,[]
Travellingaroundee,,Joined in Jul 2019,2,2,0,0,[],0,[]
ellenolafs,,Joined in Apr 2018,2,2,0,0,[],0,[]
Wanderer662226,,Joined in Aug 2016,1,1,0,0,[],0,[]
nomirotem,,Joined in May 2019,2,2,0,0,[],0,[]
ronettaa,"Tempe, Arizona",Joined in May 2016,25,22,6,0,[],0,[]
U5976UAcarlosa,"Dallas, Texas",Joined in Dec 2018,27,4,1,0,[],2,"['melissasmithcreates', '29karye']"
emilyhugo,"Chapel-en-le-Frith, United Kingdom",Joined in Dec 2018,55,25,26,2,[],2,[]
361astride,"Roros, Norway",Joined in May 2013,1,1,0,0,[],0,[]
Curious437884,,Joined in Feb 2013,2,2,0,0,[],0,[]
milhousev441,,Joined in Oct 2018,4,2,3,0,[],0,[]
meriemnfs,,Joined in Jul 2012,76,55,30,2,[],0,[]
805nicklasj,,Joined in May 2017,1,1,0,1,[],0,[]
Reisefroken,"Oslo, Norway",Joined in Mar 2011,47,46,23,0,[],0,[]
Iksttan,"Stockholm, Sweden",Joined in Jul 2018,2,2,0,0,[],0,[]
275ewelinaw,"Warsaw, Poland",Joined in Sep 2014,223,51,11,0,[],0,[]
mouktar,"London, United Kingdom",Joined in Jul 2014,32,27,31,0,[],0,[]
372johannak,"Tampere, Finland",Joined in Oct 2015,28,21,0,0,[],0,[]
boujenight,,Joined in Jan 2013,2,2,0,0,[],0,[]
W2644BZlisaw,,Joined in Sep 2015,30,6,5,0,[],0,[]
VladimirZ51,,Joined in Mar 2012,1,1,0,0,[],0,[]
AnaN1614,,Joined in Jul 2012,2,2,0,0,[],0,[]
Guest22993,"Derby, United Kingdom",Joined in Jul 2012,52,50,30,0,[],0,[]
Poojapau,"Leicester, United Kingdom",Joined in Oct 2017,85,50,6,0,[],0,[]
R000033333,"Rotterdam, The Netherlands",Joined in Oct 2017,2,2,1,0,[],0,[]
safegal,"Glasgow, United Kingdom",Joined in Jun 2007,111,102,118,0,[],0,[]
Verolucie,"Lampertheim, France",Joined in Dec 2011,70,67,53,0,[],0,[]
MRjb1998,"Lincoln, United Kingdom",Joined in Apr 2017,39,30,5,0,[],0,[]
sandrahY2868AJ,"Ciudad Colon, Costa Rica",Joined in Nov 2007,7,5,2,0,[],0,[]
ThomasF392,,Joined in Mar 2013,9,9,1,0,[],2,[]
Agnes749,"Ashbourne, Ireland",Joined in Feb 2009,9,7,6,0,[],0,[]
argissin,"Jerusalem, Israel",Joined in May 2016,5,5,3,0,[],0,[]
LouiseBaltzer,"Valby, Denmark",Joined in Aug 2012,31,15,28,0,[],0,[]
TheGally,United Kingdom,Joined in Oct 2009,46,43,28,0,[],0,[]
wishful_traveler99,"Davao City, Philippines",Joined in Jan 2012,15,15,17,0,[],0,[]
fniemege,"Wortegem-Petegem, Belgium",Joined in Jul 2016,4,4,1,0,[],0,[]
book_wrm1,"Meridian, Idaho",Joined in Jul 2014,8,7,8,0,[],0,[]
DeputyDawg46,USA,Joined in Oct 2009,317,172,132,0,[],0,[]
Mollerlux,Luxembourg,Joined in Sep 2010,8,8,3,0,[],0,[]
unit12medic,"Memphis, Tennessee",Joined in Aug 2008,10,10,8,0,[],0,[]
Cheekymo1,"Skipton, United Kingdom",Joined in Dec 2013,73,73,42,0,[],0,[]
drumsandfood,"Lodi, Italy",Joined in Aug 2015,64,57,27,0,[],0,[]
185edg,"Puerto Vallarta, Mexico",Joined in Aug 2014,124,60,42,0,[],1,['HotelElFuerte']
DanutzaE,"Copenhagen, Denmark",Joined in Apr 2010,31,27,10,0,[],0,[]
doiminicb,,Joined in Jan 2015,19,11,7,0,[],0,[]
Naesborg,"Aalborg, Denmark",Joined in May 2008,339,152,41,4,[],6,[]
143David143,"London, United Kingdom",Joined in Feb 2014,1,1,0,0,[],0,[]
Steven1337,"Haarlem, The Netherlands",Joined in Oct 2013,2,2,2,0,[],0,[]
Cardinal2B,"Wilton, CT",Joined in Sep 2010,28,27,14,0,[],0,[]
brentmik,Norway,Joined in Apr 2005,11,11,6,0,[],0,[]
Agne_Z_Cph,"Copenhagen, Copenhagen, Denmark",Joined in Jun 2013,2,2,0,0,[],0,[]
Dogsey,"Boat Harbour Beach, Australia",Joined in Nov 2009,350,344,199,5,[],8,"['Tripadvisor', 'TravelandLeisure', 'Thrillist', 'CNTraveler', 'thisisinsider', 'lorenzodiomeda', 'travelculturepassion', '376177']"
THT868,,Joined in Mar 2019,3,2,0,0,[],0,[]
FamilyAndresen,"Copenhagen, Denmark",Joined in Feb 2016,117,33,6,0,[],0,[]
Andrea_Watson76,"Marple, United Kingdom",Joined in Aug 2015,248,67,60,0,[],0,[]
L6158ZBtomh,"Moeldrup, Denmark",Joined in Aug 2008,15,15,3,0,[],0,[]
Carljohanvia,,Joined in Nov 2020,1,1,1,0,[],0,[]
steffena607,,Joined in Jun 2017,8,3,2,0,[],0,[]
nikolaib813,,Joined in Dec 2017,3,2,0,0,[],0,[]
horney21,"Berlin, Germany",Joined in Mar 2008,16,13,50,0,[],0,[]
xinhuiz17,"Linköping, Sweden",Joined in Oct 2019,1,1,0,0,[],0,[]
camillacamila,"Malmö, Sweden",Joined in Oct 2019,1,1,1,0,[],0,[]
joelfranc1s,"Conwy County, United Kingdom",Joined in Aug 2017,13,13,2,0,[],0,[]
proj09thereviewer,Asia,Joined in Jan 2020,838,66,218,3,[],0,[]
210vicas,,Joined in Sep 2019,14,11,16,0,[],0,[]
Sxrylxo,,Joined in Dec 2019,2,1,0,0,[],0,[]
939emilk,"Herfoelge, Denmark",Joined in Jun 2016,5,5,1,0,[],0,[]
phelisa_manata97,,Joined in Apr 2019,23,12,20,0,[],4,[]
F9362GOlaurens,,Joined in Dec 2019,1,1,0,0,[],0,[]
magnusk692,,Joined in Dec 2019,2,2,0,0,[],0,[]
sahococonuts,"Shinagawa, Japan",Joined in Mar 2019,60,19,42,0,[],0,[]
ilovezumba,"Vevey, Switzerland",Joined in Sep 2017,184,57,54,0,[],3,"['TravelandLeisure', 'PopSugar', 'RandomUsr']"
danielattwater93,"Newcastle upon Tyne, United Kingdom",Joined in Dec 2019,3,1,0,0,[],0,[]
915zolt_nl,,Joined in Dec 2019,1,1,0,0,[],0,[]
Z8341FSdanielv,,Joined in Dec 2019,1,1,0,0,[],0,[]
sophievI6727UZ,,Joined in Dec 2019,1,1,0,0,[],0,[]
Tigerno8,,Joined in Dec 2019,1,1,1,0,[],0,[]
331roars,,Joined in Jun 2019,2,2,2,1,['anncharlotts479'],4,[]
Frodshammer,"Alton, United Kingdom",Joined in Aug 2018,3,3,2,1,[],0,[]
B2029KU_,"Sliven, Bulgaria",Joined in Aug 2016,1,1,1,0,[],0,[]
351giorgosm,,Joined in Sep 2016,6,6,1,1,['alikhl'],0,[]
DevonCheekyMonkey,Devon,Joined in Apr 2008,104,104,50,0,[],0,[]
207marlenaa,"London, United Kingdom",Joined in Jul 2015,59,50,25,0,[],0,[]
JohnPJC,"Tyrrellspass, Ireland",Joined in Sep 2007,116,110,77,0,[],0,[]
391vasilikig,"Drama, Greece",Joined in Apr 2014,472,79,510,23,[],31,"['lingdao-formation', 'Alexdesleven', 'neoformation', 'gian1063', 'andreasr528', 'LUXURYNOMAD_1966-', 'Viaggiochehobby', 'ChooseBalkans', 'Saltpilgrim', 'nono06300', 'annaparn', 'LanaES86', 'Marco66milano', 'luismN406CT', 'Alexander_Kudrin', 'YB1972', 'paraliabeach_Greece', 'MariaS0raya', 'Elenakotronaki', 'RaphaelaF25']"
swisssmisss,,Joined in Nov 2016,1,1,1,0,[],0,[]
Noodlebee,"New Orleans, Louisiana",Joined in Apr 2009,424,298,164,1,[],5,"['abfabtraveler', 'essk2x2', 'michaelrL6669HU', 'H3641YBlaurens', 'jebavonct48']"
beataf772,"Jermanice, Czech Republic",Joined in Feb 2019,1,1,1,0,[],0,[]
maguuuuu,,Joined in Aug 2019,1,1,1,0,[],0,[]
suzyz2018,Lebanon,Joined in Apr 2013,61,21,9,1,[],2,"['jacobhaddad', '777nell']"
Nabil543,Oman,Joined in Aug 2018,2,2,2,0,[],0,[]
curtkrumwiede,"Aurora, Illinois",Joined in May 2017,7,7,1,0,[],0,[]
382olip,"Basel, Switzerland",Joined in Jan 2010,5,4,5,0,[],0,[]
muju70,"Helsinki, Finland",Joined in Oct 2018,3,2,0,1,[],0,[]
johnekroll,"Kongens Lyngby, Danmark",Joined in Nov 2009,3,2,0,0,[],0,[]
858elviras,"Stockholm, Sweden",Joined in Jun 2019,2,1,0,0,[],0,[]
stellaaT6403KW,,Joined in Jun 2019,2,1,0,0,[],0,[]
Johannabolander,,Joined in Feb 2019,6,3,0,0,[],0,[]
ediroque,"Oslo, Norway",Joined in Jul 2010,37,15,10,0,[],0,[]
troybrost,"Waimea, Hawaii",Joined in Aug 2005,443,236,79,0,[],0,[]
762mariuss,"Copenhagen, Denmark",Joined in May 2009,2,2,0,0,[],0,[]
christieadams23,"Doncaster, United Kingdom",Joined in Jun 2016,277,162,51,3,"['doriangraybistrot', 'Evanthomas791', 'carolyna952']",0,[]
Abergquist,,Joined in Apr 2019,1,1,2,0,[],0,[]
Mads071983,,Joined in Mar 2019,2,1,0,0,[],0,[]
truptikharche,"Soenderborg, Denmark",Joined in May 2010,104,94,31,4,[],0,[]
AJ24030104,"Brentwood, United Kingdom",Joined in Jul 2018,10,9,9,0,[],0,[]
Jill4069,"Phoenix, Arizona",Joined in Nov 2010,111,65,11,1,[],1,['journeyswithjulie']
MegDaley,"Dublin, Ireland",Joined in Nov 2013,20,20,31,0,[],6,[]
cmail2017,"Toronto, Canada",Joined in Sep 2017,8,8,1,0,[],0,[]
218carmen,"Dubbo, Australia",Joined in Feb 2009,29,23,7,0,[],0,[]
estate2008,,Joined in Dec 2018,2,1,0,0,[],0,[]
X4697NIrichardc,"Milton Keynes, United Kingdom",Joined in Aug 2016,26,11,2,0,[],0,[]
Blarsen81,,Joined in Aug 2013,2,2,0,0,[],0,[]
SolveigRun,,Joined in Nov 2018,1,1,0,0,[],0,[]
KGyll,,Joined in Sep 2015,11,10,15,0,[],0,[]
oscaru2017,,Joined in Jan 2017,3,3,2,0,[],0,[]
OttawaCurler,"Ottawa, Canada",Joined in Oct 2009,208,204,66,0,[],0,[]
francodvm,"Washington DC, District of Columbia",Joined in Dec 2013,5,3,3,0,[],0,[]
630stephaniel,"Sheboygan, Wisconsin",Joined in Oct 2013,34,30,12,0,[],0,[]
hiteshbedi,"Gurugram (Gurgaon), India",Joined in Oct 2013,121,115,12,2,[],0,[]
Sandrahe94,"Mainz, Germany",Joined in Aug 2018,4,2,0,0,[],0,[]
Carolh3339,"Dayton, New Jersey",Joined in Feb 2009,19,18,26,0,[],0,[]
carasusia,"Guadarrama, Spain",Joined in Jul 2014,55,52,63,0,[],0,[]
D-Advisor123,"Amsterdam, The Netherlands",Joined in Jul 2018,7,7,8,0,[],0,[]
darrenbretton,"Chelmsford, United Kingdom",Joined in Apr 2018,17,17,1,0,[],0,[]
AirinNielsen,"Copenhagen, Denmark",Joined in Jul 2018,4,4,3,0,[],0,[]
gudyke,"Boutersem, Belgium",Joined in Aug 2015,33,29,23,0,[],0,[]
Triple888au,"Sydney, Australia",Joined in Jun 2014,49,26,10,0,[],0,[]
546saadaa,"Riyadh, Saudi Arabia",Joined in May 2015,4,4,3,0,[],0,[]
wardolly,"Halifax, United Kingdom",Joined in Aug 2008,29,28,8,0,[],0,[]
gnatchev,"Vienna, Austria",Joined in Dec 2016,137,65,12,1,[],1,[]
LoveTravel763668,,Joined in Mar 2018,1,1,1,0,[],0,[]
C5968BUvictorc,"Funchal, Portugal",Joined in Oct 2014,3,3,1,0,[],0,[]
Lorraine322,"Wilmslow, United Kingdom",Joined in Jan 2007,18,9,5,0,[],0,[]
Nessy2014,"Lausanne, Switzerland",Joined in Jan 2014,26,26,11,0,[],0,[]
emilys230793,"Lincoln, United Kingdom",Joined in May 2015,99,27,18,0,[],3,"['NatGeo', 'Thrillist', 'GoPro']"
661geethan,"Canberra, Australia",Joined in Apr 2017,39,35,44,0,[],0,[]
boy1990st,"Noordwijk, The Netherlands",Joined in Dec 2017,12,7,1,0,[],0,[]
sarahp24422,,Joined in Aug 2015,2,2,0,0,[],0,[]
tomcE7032YD,"Dublin, Ireland",Joined in Jun 2015,9,9,22,0,[],0,[]
alexk7162,"Welling, United Kingdom",Joined in Aug 2007,107,64,22,1,[],0,[]
dvmischiu,"Timisoara, Romania",Joined in Sep 2014,19,16,8,0,[],0,[]
BambiElinsdotter,"Fuengirola, Spain",Joined in Sep 2007,39,21,8,0,[],0,[]
MarMar45,"Naas, Ireland",Joined in Sep 2009,65,57,26,0,[],0,[]
CalgaryGirl26,"Sarasota, Florida",Joined in Mar 2010,332,266,88,0,[],6,"['Tripadvisor', 'TravelChannel', 'Thrillist', 'Passionpassport', 'GiadaDeLaurentiis', 'Viator']"
JesperL1,"Gothenburg, Sweden",Joined in Dec 2015,7,5,2,0,[],0,[]
CanandaiguaKim,"Canandaigua, New York",Joined in Sep 2015,2,2,1,0,[],0,[]
Boggam,,Joined in May 2016,2,2,0,0,[],0,[]
dennismiltonang,"Cebu City, Philippines",Joined in Nov 2015,158,106,40,0,[],0,[]
PabloEBlanco,"Los Angeles, California",Joined in Jul 2008,75,68,32,0,[],0,[]
Dingwell,"Fort McMurray, Canada",Joined in Mar 2013,25,7,0,0,[],0,[]
kakik769,"Esquel, Argentina",Joined in Jun 2012,8,7,9,0,[],0,[]
alikh_26,"Dubai, United Arab Emirates",Joined in Feb 2013,29,16,6,2,[],6,[]
Domieszter,"London, United Kingdom",Joined in May 2010,16,15,6,1,[],0,[]
jyttem2014,"Vejby, Denmark",Joined in Feb 2014,250,144,32,1,[],0,[]
Worood-al,"Buje, Croatia",Joined in Feb 2012,24,18,3,0,[],1,[]
L0lal0la,"Palermo, Italy",Joined in Oct 2011,53,48,21,0,[],0,[]
733jeppeh,"Odense, Denmark",Joined in Dec 2017,10,8,6,0,[],0,[]
IbenGwenTollan,"Copenhagen, Denmark",Joined in Mar 2012,5,5,4,0,[],0,[]
18081808180,,Joined in Apr 2021,1,1,0,0,[],0,[]
nikolajCSH,"Aarhus, Denmark",Joined in Oct 2019,4,4,0,0,[],0,[]
burgerboy666,,Joined in Jan 2021,1,1,0,0,[],0,[]
130mikelg,,Joined in Dec 2020,1,1,0,0,[],0,[]
l0pel0pe,"Copenhagen, Denmark",Joined in Jun 2018,6,6,5,0,[],0,[]
Mieduus,,Joined in Jun 2008,3,3,0,0,[],0,[]
debbiet918,"Cedar Park, United States",Joined in Nov 2013,5,4,1,0,[],0,[]
332henkv,"Pijnacker, The Netherlands",Joined in Jun 2017,168,63,6,0,[],0,[]
aneknud,"Copenhagen, Denmark",Joined in Mar 2016,7,5,3,0,[],0,[]
SofieTilla,"Copenhagen, Denmark",Joined in Nov 2015,2,2,0,0,[],0,[]
Loyche,"Aarhus, Denmark",Joined in Dec 2008,135,109,22,0,[],0,[]
396joanie,"Norfolk, United Kingdom",Joined in Jan 2016,14,9,7,0,[],0,[]
Mischa102,"Lucerne, Switzerland",Joined in Sep 2007,79,54,54,0,[],0,[]
mykhayl0p,"Lviv, Ukraine",Joined in Sep 2011,4,3,5,1,['murnat'],0,[]
ohnonotalicia,"Hyde, United Kingdom",Joined in Feb 2016,7,5,3,1,[],1,[]
Mariadyreborg,"Flekkefjord, Norway",Joined in Mar 2008,57,56,17,1,['101ninaf'],0,[]
Trek769670,,Joined in Apr 2018,1,1,1,0,[],0,[]
elijahsilverman,"Herzliya, Israel",Joined in Jul 2018,19,8,2,0,[],0,[]
Jdkskslsslmsm,,Joined in Dec 2018,1,1,0,0,[],0,[]
Ulle97,"Prague, Czech Republic",Joined in Dec 2018,3,3,2,1,[],0,[]
giamppp,,Joined in Sep 2018,11,9,1,0,[],0,[]
78maritw,,Joined in Dec 2014,3,3,1,0,[],0,[]
Gamabi,"Vienna, Austria",Joined in Jan 2018,7,2,1,0,[],0,[]
Ahosa,,Joined in Feb 2013,17,17,21,0,[],0,[]
miinahelmiina,"Tallinn, Estonia",Joined in Aug 2018,1,1,1,0,[],0,[]
simonemT9447FP,"Budapest, Hungary",Joined in Jan 2013,34,25,29,0,[],0,[]
HampusN95,,Joined in Jun 2013,1,1,4,0,[],0,[]
Tkej,"Ashford, United Kingdom",Joined in Nov 2006,125,103,56,0,[],0,[]
asmcgrif,"Hyde Park, Illinois",Joined in Oct 2013,15,11,4,1,['jennifermO1976VP'],2,"['TimeOut', 'Refinery29']"
Nkelln,"Calgary, Canada",Joined in Mar 2008,125,99,67,0,[],0,[]
Sherpa745811,"Eindhoven, The Netherlands",Joined in Dec 2017,1,1,0,0,[],0,[]
nikolasserioli,"London, United Kingdom",Joined in Apr 2014,42,24,4,0,[],0,[]
CasperFrost,,Joined in Jul 2017,1,1,1,0,[],0,[]
JaviPaz802,"Orlando, Florida",Joined in Apr 2012,106,79,39,0,[],0,[]
JohannaM2384,,Joined in Sep 2017,7,6,3,0,[],0,[]
AlexLazar,,Joined in Mar 2013,16,6,0,0,[],0,[]
SuperBert1000,"England, United Kingdom",Joined in Mar 2009,13,13,3,0,[],0,[]
TSFviaggi,,Joined in Aug 2017,6,6,0,0,[],0,[]
Bloke_over_there,Bergen,Joined in Nov 2012,38,38,14,0,[],0,[]
LauraG9625,,Joined in Sep 2013,2,2,0,0,[],0,[]
OlaB578,,Joined in Feb 2013,2,2,0,0,[],0,[]
rozarrosa,"Copenhagen, Denmark",Joined in Sep 2016,1,1,0,0,[],0,[]
punjabimunda2018,"Copenhagen, Denmark",Joined in May 2018,2,2,0,0,[],0,[]
ole1treble,"London, United Kingdom",Joined in Mar 2016,7,1,0,0,[],0,[]
Chef_and_x,"Copenhagen, Denmark",Joined in Aug 2015,38,20,14,0,[],0,[]
adamv319,"Stockholm, Sweden",Joined in Nov 2017,2,2,0,0,[],0,[]
Hildyblues,"Kuala Lumpur, Malaysia",Joined in Sep 2008,255,171,50,0,[],0,[]
malleamalie,"Copenhagen, Denmark",Joined in Mar 2016,3,3,0,0,[],0,[]
VMartinN,,Joined in Jun 2013,2,2,1,0,[],0,[]
575maltem,,Joined in Oct 2010,22,20,5,2,"['MiraP104', 'Caperto']",0,[]
RogerBristolUK,Bristol UK,Joined in Oct 2010,74,74,43,0,[],0,[]
Hallafors_Sweden,"Orebro, Sweden",Joined in Aug 2011,103,83,82,0,[],5,"['aquashik', '706maling', '262johang', 'sigridhalla', '369maureenr']"
DyoExintaEfta,"Princeville, Hawaii",Joined in Jan 2010,29,28,1,0,[],2,[]
eri1130,United Kingdom,Joined in Sep 2009,76,59,29,1,['annabX2823FY'],0,[]
