username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
LuciLou76,"London, United Kingdom",Joined in Sep 2007,14,14,5,0,[],0,[]
Ellie_117M,"London, United Kingdom",Joined in Dec 2016,30,30,5,0,[],0,[]
ilovefood19995,"Oxford, United Kingdom",Joined in Feb 2020,11,11,15,0,[],0,[]
zamby50,,Joined in Dec 2018,2,2,0,0,[],0,[]
337ollyh,,Joined in Apr 2012,1,1,5,0,[],0,[]
xenakis2014,"London, United Kingdom",Joined in Nov 2007,56,43,28,0,[],0,[]
davidhC1992NV,"Virginia Water, United Kingdom",Joined in Sep 2015,2,2,5,1,['autopilot222'],2,[]
dinesh510,"Altrincham, United Kingdom",Joined in Aug 2009,179,73,66,1,[],0,[]
Little_Rowse,"Nottingham, United Kingdom",Joined in Mar 2014,78,56,44,1,[],1,['640jeanr']
Donegaltourist,"Donegal, Ireland",Joined in Nov 2006,228,192,162,1,[],0,[]
Jmkahn,"Richmond, Virginia",Joined in Sep 2012,9,5,0,0,[],0,[]
NathanE347,,Joined in Apr 2012,1,1,3,0,[],0,[]
Lottiss,,Joined in Aug 2018,15,12,2,0,[],0,[]
Lauron1955,"Helsinki, Finland",Joined in Jun 2018,3,3,0,0,[],0,[]
Sarahhisays,,Joined in May 2019,1,1,1,0,[],0,[]
Tom_Ruby_K,"Copenhagen, Denmark",Joined in Aug 2011,6,5,1,0,[],0,[]
beckmccool,"Copenhagen, Denmark",Joined in Apr 2019,22,22,6,0,[],0,[]
gumear,"Portlethen, United Kingdom",Joined in Sep 2015,41,32,45,0,[],0,[]
Voyage708678,,Joined in May 2017,13,8,1,0,[],0,[]
pammosk,"Chappaqua, New York",Joined in Aug 2013,35,35,22,0,[],3,[]
LucyHutch,"Manchester, United Kingdom",Joined in Mar 2014,150,79,52,0,[],0,[]
Malkino,,Joined in Feb 2018,11,9,7,0,[],0,[]
AndiBasel,"Basel, Switzerland",Joined in Apr 2018,38,35,43,0,[],0,[]
SurreySEEngland,"Farnham, United Kingdom",Joined in May 2007,74,74,23,0,[],0,[]
Capnbazza,"Perth, Australia",Joined in Nov 2014,21,20,13,0,[],0,[]
CBFrey,"Oxford, United Kingdom",Joined in Jan 2019,22,10,0,0,[],0,[]
Gillyk13,,Joined in Apr 2015,1,1,0,0,[],0,[]
974kerstinm,"Milan, Italy",Joined in Aug 2014,16,16,23,0,[],1,['D7449OYrichardm']
evion124,,Joined in Nov 2018,3,3,2,0,[],0,[]
drtiram,"Copenhagen, Denmark",Joined in Apr 2016,13,13,15,0,[],0,[]
Jari_Kempele_Finland,"Gran Canaria, Spain",Joined in May 2010,102,102,40,0,[],0,[]
darrenhewitt_,"London, United Kingdom",Joined in Mar 2015,23,11,2,1,['johnnywallabe'],0,[]
26curlywurly,"London, England, United Kingdom",Joined in Jul 2012,34,28,24,1,['stephw9327'],1,['stephw9327']
Lucy3094,"Dublin, Ireland",Joined in Jun 2012,24,24,38,0,[],0,[]
stigarildh,"Akrehamn, Norway",Joined in Jun 2015,62,26,46,0,[],0,[]
alicampbel,"Glasgow, United Kingdom",Joined in Nov 2016,5,4,0,0,[],0,[]
Alexsandra71,"Hartford, Connecticut",Joined in Mar 2005,48,31,10,0,[],0,[]
louise2282,,Joined in Jun 2016,2,2,0,0,[],0,[]
romaing660,"Copenhagen, Denmark",Joined in Jul 2018,2,2,1,0,[],1,[]
ignasixavier,"Barcelona, Spain",Joined in Nov 2014,4,4,0,0,[],0,[]
Bisha1,va,Joined in Dec 2009,20,20,23,0,[],0,[]
D8838LUianm,"Glasgow, United Kingdom",Joined in Nov 2014,20,20,23,0,[],0,[]
Nastassia_nastassia,"Roedovre, Denmark",Joined in Aug 2016,31,22,29,1,[],0,[]
emilyhemilyh,"Paris, France",Joined in Aug 2016,27,23,39,0,[],0,[]
260kristym,,Joined in Aug 2018,8,5,13,0,[],0,[]
Eagle_dk,"Copenhagen, Denmark",Joined in Dec 2008,320,285,152,0,[],0,[]
EUPLWAWRK,"Warsaw, Poland",Joined in Apr 2015,102,102,29,0,[],0,[]
Witnessss,"Worcester, United Kingdom",Joined in Jan 2006,62,21,20,0,[],0,[]
Hulyakayaci,"Copenhagen, Denmark",Joined in Jan 2014,18,18,9,0,[],0,[]
Anoniem7777,The Netherlands,Joined in Dec 2012,15,15,6,0,[],0,[]
annaljeffries,"Edinburgh, United Kingdom",Joined in May 2018,1,1,0,0,[],0,[]
HKP93,,Joined in Oct 2016,47,47,14,0,[],0,[]
MathieuH467,"Ghent, Belgium",Joined in Sep 2016,14,9,3,0,[],0,[]
cmmm88,"Troyes, France",Joined in Apr 2017,7,7,3,0,[],0,[]
GeehDee,"Glasgow, United Kingdom",Joined in Jan 2012,88,87,41,0,[],0,[]
karop622,,Joined in Feb 2016,23,19,3,0,[],0,[]
koend654,"Texel, The Netherlands",Joined in Apr 2018,4,4,1,0,[],0,[]
BenLG23,"London, United Kingdom",Joined in Jun 2013,69,65,25,0,[],0,[]
dayaya,"Copenhagen, Denmark",Joined in Apr 2009,128,48,22,0,[],0,[]
990magnusp,"Lund, Sweden",Joined in Jul 2015,11,9,2,0,[],7,[]
KommandoerPjuskepels,"Copenhagen, Denmark",Joined in Mar 2018,54,27,2,0,[],0,[]
Hesyversen,"Fredrikstad, Norway",Joined in May 2011,164,101,40,11,[],3,[]
SimonL3514,,Joined in Nov 2012,3,3,0,0,[],0,[]
mariaamariaamariaa,"Copenhagen, Denmark",Joined in Aug 2019,4,3,0,0,[],0,[]
143stephanej,"Edinburgh, United Kingdom",Joined in Sep 2012,85,51,57,0,[],0,[]
MrsH1983,"Colorado Springs, CO",Joined in Aug 2010,120,120,30,0,[],0,[]
Danielvdw,,Joined in Mar 2008,111,98,37,0,[],0,[]
kanonkop,"Glasgow, United Kingdom",Joined in Jan 2011,4,4,3,0,[],0,[]
12borjal,,Joined in Jun 2014,14,8,10,0,[],0,[]
jona_kris,,Joined in Oct 2013,4,2,2,0,[],0,[]
Ethee,"Nice, France",Joined in Aug 2012,153,153,43,0,[],0,[]
Sarawin,"Fairfax, California",Joined in Mar 2003,10,10,4,0,[],0,[]
judy32999,"Sacramento, California",Joined in Jan 2011,9,9,4,0,[],0,[]
781kikiq,,Joined in Dec 2013,82,78,16,0,[],0,[]
LauraLeeTraveler,"Des Plaines, Illinois",Joined in Jul 2016,150,121,66,0,[],0,[]
lftopp,"Copenhagen, Denmark",Joined in Jul 2017,2,2,2,0,[],0,[]
keithe2017,"London, United Kingdom",Joined in Jan 2017,165,162,29,0,[],0,[]
912janel,"Kotka, Finland",Joined in Oct 2015,54,35,46,0,[],0,[]
SCaboto,Europe,Joined in Jul 2012,346,211,86,0,[],0,[]
mamaannalinchen,"Mannheim, Germany",Joined in Jul 2014,79,74,22,1,[],0,[]
WarwickK7,,Joined in Nov 2012,2,1,0,0,[],0,[]
M_Schollert,"Hokksund, Norway",Joined in Jun 2014,49,48,12,0,[],0,[]
Kirsword,United Kingdom,Joined in Sep 2010,226,120,74,0,[],0,[]
471clifft,"Solihull, United Kingdom",Joined in Aug 2013,20,20,6,0,[],0,[]
thekegler,"Clearwater, Florida",Joined in Mar 2010,133,91,69,0,[],0,[]
JornJensen-McGregor,"Copenhagen, Denmark",Joined in Jul 2013,12,12,8,0,[],0,[]
Petewbronx,"Frederiksberg, Denmark",Joined in Nov 2011,43,37,35,0,[],0,[]
chimru,,Joined in Oct 2018,58,29,6,0,[],0,[]
986millep,,Joined in Jul 2015,29,29,11,0,[],1,['BusinessInsider']
Cikap,"Oak Lawn, Illinois",Joined in Jan 2016,1,1,1,0,[],0,[]
hrefnat2014,"Arico, Spain",Joined in Oct 2007,2,2,2,0,[],0,[]
mrsamfar,"Bath, United Kingdom",Joined in Aug 2010,167,162,72,1,[],0,[]
fridolinb695,"Singapore, Singapore",Joined in May 2015,66,63,23,0,[],0,[]
759erikn,"Houston, Texas",Joined in Nov 2014,170,50,12,0,[],0,[]
singnjones,"Orlando, Florida",Joined in May 2014,16,13,4,0,[],0,[]
ivoz350,"Kladno, Czech Republic",Joined in Jul 2017,54,50,18,0,[],0,[]
pete2dmax,"Uppsala, Sweden",Joined in Jul 2015,6,4,0,0,[],0,[]
donq981,United Kingdom,Joined in Jan 2015,15,14,1,0,[],0,[]
geoffreys131,,Joined in May 2015,65,63,39,0,[],0,[]
gunnare132,"Bomlo Municipality, Norway",Joined in Jan 2015,32,23,7,0,[],0,[]
jwking9,"Richmond, Virginia",Joined in Aug 2015,38,21,6,0,[],0,[]
jaywQ2522LD,"Willow Grove, Pennsylvania",Joined in Aug 2008,95,63,70,0,[],0,[]
re1na,"Singapore, Singapore",Joined in Oct 2009,705,202,89,0,[],0,[]
L6604WRmicheleb,"Appiano sulla Strada del Vino, Italy",Joined in Mar 2015,11,10,9,1,[],1,[]
Solarad,"Columbus, Ohio",Joined in Jan 2007,199,51,17,0,[],0,[]
Astrid_B_1992,"Roskilde, Denmark",Joined in Mar 2012,21,9,16,0,[],0,[]
MelissaMSA,"Mequon, Wisconsin",Joined in Jun 2011,473,206,139,1,['996stanleya'],4,"['Martinodman', 'jcaranda68', 'donaldhO5165YL', '996stanleya']"
VigleikM,"Bergen, Norway",Joined in Jun 2007,22,22,6,0,[],0,[]
AnneofCambridge,"Cambridge, United Kingdom",Joined in Apr 2010,8,6,9,0,[],0,[]
Arnep138,"Holstebro, Denmark",Joined in Mar 2014,28,28,13,0,[],0,[]
981merethes,"Mo i Rana, Norway",Joined in May 2015,32,21,10,0,[],0,[]
GrumpyandtheOldLady,"New York City, New York",Joined in Jan 2008,379,288,146,1,['Travelling_Geese'],0,[]
486niki,"Toronto, Canada",Joined in Sep 2010,246,47,19,1,['mardilouisev'],0,[]
tbarker46,"Niagara Falls, Canada",Joined in Dec 2011,64,64,22,0,[],0,[]
TommyNielsen,"Donabate, Ireland",Joined in Sep 2010,26,16,11,0,[],0,[]
Viajeros9,Florida,Joined in Jul 2007,97,97,69,0,[],0,[]
iPiotr,"Rome, Italy",Joined in Jun 2013,47,44,22,0,[],0,[]
faridology,,Joined in May 2013,120,70,43,0,[],0,[]
flocar,,Joined in Apr 2010,40,39,19,0,[],0,[]
MusicCityHiker,"Nashville, Tennessee",Joined in Sep 2012,226,211,93,0,[],0,[]
Norse59,"Bodo, Norway",Joined in Jul 2009,24,24,17,0,[],0,[]
redningja,"Oklahoma City, Oklahoma",Joined in Jul 2010,448,322,170,0,[],0,[]
IanThompson255103,"Perth, Australia",Joined in Dec 2011,10,5,2,0,[],0,[]
sdgry,"Paris, France",Joined in Apr 2006,23,21,11,0,[],0,[]
karensZ9645NW,"Phoenixville, Pennsylvania",Joined in Aug 2013,10,7,0,0,[],0,[]
prakashOman,oman,Joined in Jul 2011,83,83,20,0,[],0,[]
florabella59,"Pensacola, Florida",Joined in Aug 2010,171,152,66,0,[],0,[]
anndrake59,"Flint, Michigan",Joined in Nov 2009,13,13,2,0,[],0,[]
orth1,North Carolina,Joined in Mar 2010,281,269,137,0,[],0,[]
Compass685805,"Wabasha, Minnesota",Joined in Dec 2016,37,32,5,0,[],0,[]
drjeff77,"Huntington, New York",Joined in Jul 2011,662,662,209,0,[],0,[]
LeighanneZA,"Johannesburg, South Africa",Joined in Nov 2010,156,99,30,1,[],6,"['Tripadvisor', 'NatGeo', 'TravelandLeisure', 'CNTraveler', 'TheFoodRanger', 'SaltinourHair']"
Anisalake,"Dubai, United Arab Emirates",Joined in Aug 2013,28,23,8,1,[],0,[]
Travelsal0t1,"Parker, Colorado",Joined in Mar 2011,269,107,18,0,[],0,[]
S9129TLbarbarab,"Naples, Florida",Joined in Jun 2014,152,104,81,0,[],0,[]
Ancon,"Panama City, Panama",Joined in Jul 2005,114,111,96,0,[],0,[]
cmuegel,"Bradenton, Florida",Joined in Nov 2010,39,38,18,0,[],0,[]
667fionac,"Aberdeen, United Kingdom",Joined in Aug 2016,22,22,26,0,[],0,[]
RolaH_13,"Beirut, Beyrouth, Lebanon",Joined in Jan 2008,448,68,18,1,[],1,[]
briansN7149KR,"Avon Lake, Ohio",Joined in Aug 2014,26,26,30,0,[],0,[]
rayp775,"Ipswich, United Kingdom",Joined in Apr 2012,939,939,294,0,[],0,[]
RandR1948,"Boynton Beach, Florida",Joined in Aug 2006,267,267,94,0,[],0,[]
olwen2016,"Tampa, Florida",Joined in Oct 2004,4,4,6,0,[],0,[]
646gregm,"Auckland, New Zealand",Joined in Jul 2014,1,1,1,0,[],0,[]
tontoandtabitha,"Peterborough, United Kingdom",Joined in Jul 2006,58,58,67,0,[],0,[]
chinesebandit,"West Monroe, Louisiana",Joined in Nov 2011,17,17,8,0,[],0,[]
MFer71,"Geneva, Switzerland",Joined in May 2014,74,66,32,0,[],0,[]
GentleKnight,"Sydney, Australia",Joined in Jul 2011,186,168,76,0,[],0,[]
mentaltraveller,uk,Joined in Mar 2005,122,114,258,0,[],0,[]
LargoJazzy,"Chicago, Illinois",Joined in Jan 2016,19,12,11,0,[],0,[]
QatariNational,"Doha, Qatar",Joined in Jul 2015,640,132,74,0,[],0,[]
PANDP2006,"London, United Kingdom",Joined in Feb 2006,250,79,46,1,['Mainadesign'],0,[]
Fengliuvancouver,"Coventry, United Kingdom",Joined in Mar 2010,27,27,7,0,[],0,[]
TonytheChin,"Forked River, New Jersey",Joined in Oct 2013,183,180,67,0,[],0,[]
DestinationJeff,"Wilmington, Delaware",Joined in Jan 2015,90,42,51,0,[],0,[]
Ankurdba,"London, United Kingdom",Joined in Jun 2010,34,32,14,0,[],0,[]
MikeFHines,"Maui, Hawaii",Joined in Nov 2008,29,26,13,0,[],0,[]
davidvox,"Barcelona, Spain",Joined in Sep 2012,109,63,59,5,"['outofthelight', 'swe_setras', 'jessicaannecharles', 'nquizitive77', 'diegofenoglio']",1,[]
aghor01,"Washington Crossing, Pennsylvania",Joined in Nov 2009,399,396,85,5,[],0,[]
Barfoedm,"Zell am See, Austria",Joined in Aug 2012,36,23,15,1,['clausb915'],0,[]
playridebikehike,california,Joined in Jan 2009,80,73,38,0,[],0,[]
voronUK,uk,Joined in Oct 2008,112,83,87,0,[],0,[]
NicolaeIv,"Barcelona, Spain",Joined in Jun 2012,128,92,40,1,['Zinbarb'],0,[]
Spout,UK,Joined in Dec 2006,34,32,97,0,[],0,[]
AdamH82,"Farnborough, United Kingdom",Joined in Sep 2012,63,62,19,0,[],0,[]
beachluver9GA,"Columbus, Georgia",Joined in May 2011,75,52,33,0,[],0,[]
Highgate_Wanderer,"London, United Kingdom",Joined in Oct 2009,84,84,75,0,[],0,[]
harpendenscout,north london,Joined in Mar 2008,337,337,268,6,[],0,[]
Guppy_puppy,Cary,Joined in Aug 2007,10,10,6,0,[],0,[]
MarshBruce,"Marshall, California",Joined in Sep 2009,978,963,357,0,[],0,[]
Susan8552,London,Joined in Jan 2011,426,426,293,0,[],0,[]
Daffe,"Oslo, Norway",Joined in Jan 2009,116,108,52,0,[],0,[]
natah,"Flemington, New Jersey",Joined in May 2011,44,44,17,0,[],0,[]
Lofthouses,"London, United Kingdom",Joined in Apr 2011,79,75,70,0,[],0,[]
Vitku,,Joined in Dec 2011,1,1,0,0,[],0,[]
Parkes_Family,"Birmingham, United Kingdom",Joined in Jul 2010,14,7,6,0,[],1,[]
Anat100,"Stresa, Italy",Joined in Jul 2010,195,88,50,3,[],1,[]
UncleJack,"Melrose, Massachusetts",Joined in Sep 2005,305,300,108,0,[],0,[]
Explorer4longtime,,Joined in May 2011,10,10,1,0,[],0,[]
hzh30,"Copenhagen, Denmark",Joined in Apr 2018,165,93,87,0,[],0,[]
Fod777,"London, United Kingdom",Joined in Dec 2007,39,13,10,0,[],0,[]
Maikki_Ny,"Kotka, Finland",Joined in Mar 2019,29,22,2,1,[],0,[]
173oguzd,"Taastrup, Denmark",Joined in Sep 2016,7,2,0,0,[],0,[]
Niworum,"Copenhagen, Denmark",Joined in Aug 2019,4,1,0,0,[],0,[]
Sebas10001,"Copenhagen, Denmark",Joined in Aug 2019,1,1,0,0,[],0,[]
Carlosverani,,Joined in Jul 2019,1,1,0,0,[],0,[]
Jennord,,Joined in Jul 2019,1,1,0,0,[],0,[]
sky9012,,Joined in Jun 2019,1,1,1,0,[],0,[]
FrancoScotta,,Joined in Jun 2019,2,1,0,0,[],0,[]
Fooodie_99,"Copenhagen, Denmark",Joined in Jun 2019,1,1,0,0,[],0,[]
Freedom782911,"Los Angeles, California",Joined in Jun 2018,6,6,2,0,[],0,[]
rubia077,madrid,Joined in May 2010,2,1,1,0,[],0,[]
Mitovska,"Skopje, Republic of North Macedonia",Joined in Jul 2009,164,48,30,0,[],0,[]
Guslor,"Lund, Sweden",Joined in Sep 2007,37,36,31,0,[],0,[]
X5861AUrodrigoc,"Brussels, Belgium",Joined in Aug 2010,71,41,4,0,[],0,[]
a4ranise,"Copenhagen, Denmark",Joined in Mar 2019,1,1,0,0,[],0,[]
410katy,"Oslo, Norway",Joined in Sep 2018,16,11,5,0,[],0,[]
Georg2540,"Bad Voeslau, Austria",Joined in Jul 2014,55,39,15,0,[],0,[]
mmv77,"London, United Kingdom",Joined in Mar 2011,31,31,25,0,[],0,[]
JariM208,,Joined in Apr 2017,7,7,7,0,[],0,[]
Cruise281,"Toronto, Canada",Joined in Sep 2008,538,241,58,0,[],5,"['Tripadvisor', 'TravelandLeisure', 'TravelChannel', 'CNTraveler', 'SCMorris88']"
454kamalk,,Joined in Sep 2017,4,4,0,0,[],0,[]
SilviyIon,"Paris, France",Joined in Jul 2012,48,19,9,1,[],0,[]
HeidiM2755,"Espoo, Finland",Joined in May 2017,3,3,0,0,[],0,[]
Catherine1207908,"Leighton Buzzard, United Kingdom",Joined in Aug 2007,94,94,40,0,[],0,[]
Col777,London,Joined in Sep 2005,385,207,113,0,[],0,[]
Andreiasj,"Lisbon, Portugal",Joined in Mar 2013,100,67,13,3,[],1,[]
eamconnot,,Joined in Sep 2016,1,1,0,0,[],0,[]
Isfoss,"Skien, Norway",Joined in Dec 2011,26,21,5,0,[],0,[]
sp1v,"Harrogate, United Kingdom",Joined in Mar 2012,19,17,7,1,[],0,[]
25martinic,"Luxembourg City, Luxembourg",Joined in Dec 2014,40,34,13,1,['EricN415'],0,[]
243emilies,,Joined in Feb 2016,9,9,2,0,[],0,[]
AshWolf,"Los Angeles, California",Joined in Jul 2012,293,261,168,1,[],0,[]
389ulaso,,Joined in Sep 2007,38,20,2,1,[],0,[]
Loveagreatvacation,"Los Angeles, California",Joined in Jan 2008,120,110,74,0,[],0,[]
michelle3011,"Manchester, United Kingdom",Joined in Feb 2009,56,52,24,0,[],0,[]
KevHurst,"London, United Kingdom",Joined in Jul 2010,156,129,71,0,[],0,[]
Belgy11,United Kingdom,Joined in May 2011,365,347,170,2,[],0,[]
elmatadorBS,"Basel, Switzerland",Joined in Apr 2009,41,41,31,0,[],5,[]
kib45,"Copenhagen, Denmark",Joined in Sep 2009,11,7,3,0,[],0,[]
MikaSutinen,"Kuopio, Finland",Joined in Apr 2010,85,56,12,2,"['Citate', 'pirjok']",0,[]
jimijengandersen,,Joined in Sep 2020,1,1,0,0,[],0,[]
frederikked2020,,Joined in Sep 2020,1,1,0,0,[],0,[]
alexanderrg98,"Copenhagen, Denmark",Joined in Nov 2019,2,2,0,0,[],0,[]
Leonard_HK,"Findel, Luxembourg",Joined in Jun 2009,23,22,16,0,[],0,[]
Mrt9678,"London, United Kingdom",Joined in Jan 2014,6,5,1,0,[],0,[]
821magdalenap,"Stockholm, Sweden",Joined in Jul 2017,44,44,59,0,[],0,[]
moni_u,"Oviedo, Spain",Joined in Sep 2007,152,93,23,2,[],2,"['idoiabenito', 'Alcere04']"
fergalio,,Joined in Feb 2019,1,1,0,0,[],0,[]
CharHaupt,"Encinitas, California",Joined in Sep 2018,1,1,0,0,[],0,[]
ingolfur5,"Copenhagen, Denmark",Joined in Sep 2018,1,1,0,0,[],0,[]
thorgeirj,"Hafnarfjordur, Iceland",Joined in Nov 2014,13,11,17,0,[],0,[]
pinktelegirl,"Spokane, Washington",Joined in Aug 2018,1,1,0,0,[],0,[]
MichielCPH,"Copenhagen, Denmark",Joined in Jul 2013,2,2,0,0,[],0,[]
baldrjh,"Nashville, Tennessee",Joined in Jan 2007,87,55,38,0,[],0,[]
EldadAK,"Ramot Menashe, Israel",Joined in Oct 2013,70,54,35,0,[],0,[]
boodadley,"London, United Kingdom",Joined in Aug 2011,105,42,12,0,[],0,[]
AnneOEastMidlands,East Midlands,Joined in May 2009,124,84,72,0,[],0,[]
LJBjorkevoll,"Oslo, Norway",Joined in Jul 2015,92,83,10,3,"['solvorm', 'snorrep2019', 'matshartvig']",0,[]
524karlr,"Praia da Rocha, Portugal",Joined in Aug 2015,24,24,9,0,[],0,[]
anmepoulsen,"Copenhagen, Denmark",Joined in Feb 2013,212,84,21,3,"['mallawatours', 'paultravel121', 'Rejselysten123']",0,[]
Pettyemmy98,,Joined in Nov 2019,1,1,0,0,[],0,[]
lourencomaria,,Joined in Oct 2019,1,1,0,0,[],0,[]
hannahmW222BI,"Chester, United Kingdom",Joined in Feb 2018,5,4,2,0,[],0,[]
WNLL,"Antwerp, Belgium",Joined in Dec 2015,15,15,2,0,[],0,[]
802kirstyf,"Clevedon, United Kingdom",Joined in Aug 2014,105,67,12,0,[],0,[]
Denlillehavfru,"Christchurch, New Zealand",Joined in Nov 2009,5,5,0,0,[],0,[]
siniot,"Kuopio, Finland",Joined in Jun 2017,81,55,11,2,[],0,[]
sandrawinscombe,"Winscombe, United Kingdom",Joined in Dec 2016,23,23,20,0,[],0,[]
deniml,"London, United Kingdom",Joined in Jul 2008,551,157,106,9,[],9,"['neoformation', 'chesterm560', 'italiaansechef', 'mariosaya', 'Bvnjj', 'lucia90rs', 'SeSiRoma', 'fabryprog', 'sebastianoc796']"
courtneyi359,"Sorrento, Australia",Joined in Apr 2015,93,80,24,0,[],0,[]
Shell577,"Telford, United Kingdom",Joined in Feb 2011,21,19,16,0,[],0,[]
jeffchanjj,"Singapore, Singapore",Joined in Jun 2015,5,2,0,0,[],0,[]
KatyBee1962,"Colchester, United Kingdom",Joined in Feb 2016,37,37,4,0,[],0,[]
victoriatR4255RT,"Tregony, United Kingdom",Joined in Feb 2017,21,20,5,0,[],0,[]
AvaldiviesoP,,Joined in Sep 2012,27,27,20,0,[],0,[]
petes59,"Trollhattan, Sweden",Joined in Jul 2013,63,63,18,0,[],0,[]
Julie1500,"Edinburgh, United Kingdom",Joined in Jul 2015,7,7,4,0,[],0,[]
gah1963,"Royston, United Kingdom",Joined in Sep 2006,138,133,62,0,[],0,[]
Sverrir10,"Reykjavik, Iceland",Joined in Nov 2012,7,7,2,0,[],0,[]
313margaretc,"Wigan, United Kingdom",Joined in Feb 2015,101,98,36,0,[],0,[]
KA1UK-007,Khalade007,Joined in Apr 2009,51,23,9,0,[],1,['grifo11714']
Golfermom28,"Boynton Beach, Florida",Joined in Nov 2011,196,181,95,0,[],0,[]
ccohen71,Copenhagen,Joined in Aug 2009,9,8,0,0,[],0,[]
N3382XIpeterm,"Trondheim, Norway",Joined in Sep 2016,5,5,3,0,[],0,[]
mccarthy_lisa36,"London, United Kingdom",Joined in Jun 2011,90,89,20,0,[],0,[]
rita_vilela,"Lisbon, Portugal",Joined in Oct 2009,41,41,8,0,[],0,[]
Elybak,"Copenhagen, Denmark",Joined in Oct 2008,26,24,0,0,[],0,[]
LoveLife777777,"San Diego, California",Joined in Dec 2015,248,89,20,0,[],0,[]
rtwmagazine,,Joined in Apr 2016,381,67,40,0,[],0,[]
Catherine_G33,"Wolverhampton, United Kingdom",Joined in Dec 2013,7,7,4,0,[],0,[]
smau990,"Espoo, Finland",Joined in Feb 2016,3,3,0,0,[],0,[]
wonsukma,"Tulsa, Oklahoma",Joined in Mar 2012,393,229,76,10,[],0,[]
Ultrarun,"Oakhurst, California",Joined in Dec 2008,74,59,30,0,[],0,[]
desertsage55,"Berkeley, California",Joined in Mar 2010,128,112,46,0,[],0,[]
Jorickhols,"Whiteparish, United Kingdom",Joined in Jun 2008,138,136,59,0,[],0,[]
nzwaneveld,"Zuid-Scharwoude, The Netherlands",Joined in Dec 2012,547,142,198,0,[],0,[]
618law,,Joined in Jun 2013,74,51,87,0,[],0,[]
aixcracker,"Porvoo, Finland",Joined in Oct 2007,92,74,17,2,"['ak871', 'Lilli06150']",7,[]
Mrshounddog,,Joined in Jan 2013,17,17,15,0,[],0,[]
tammyzh,"London, United Kingdom",Joined in Jul 2013,54,53,28,0,[],0,[]
193LisaH,"Nantwich, England, United Kingdom",Joined in May 2013,27,21,29,0,[],0,[]
Russian_Bear2012,"Moscow, Russia",Joined in Oct 2012,147,107,124,1,[],0,[]
Zutot,"Horley, United Kingdom",Joined in Apr 2009,554,487,205,2,[],0,[]
A9889,"London, United Kingdom",Joined in Apr 2011,158,155,75,0,[],0,[]
NikeGermany,Germany,Joined in Sep 2008,1,1,0,0,[],0,[]
NicJBoston,"Brookline, Massachusetts",Joined in Jul 2006,717,266,207,2,"['SOFYAASMAALTI_CAFE', 'hurghadatrips2']",0,[]
MAsadsh,,Joined in Apr 2012,24,24,12,0,[],0,[]
sbruce912,"Ipswich, United Kingdom",Joined in Feb 2011,83,81,44,0,[],0,[]
svetlanab519,"Helsinki, Finland",Joined in Apr 2013,7,7,4,0,[],0,[]
Vanman,"Cardiff, United Kingdom",Joined in Jan 2005,98,70,34,0,[],0,[]
Slimkid12,,Joined in Jun 2010,1,1,0,0,[],0,[]
Ian54_11,"Edinburgh, United Kingdom",Joined in Apr 2011,3,3,0,0,[],0,[]
Olearius,Alexandria Virginia,Joined in Apr 2008,80,22,56,0,[],0,[]
kx_wombat,Sydney,Joined in Jun 2008,1,1,0,0,[],0,[]
Zlonny79,"Copenhagen, Denmark",Joined in Nov 2007,3,2,0,0,[],0,[]
jackd17832,"Copenhagen, Denmark",Joined in Jan 2016,3,3,1,0,[],0,[]
Abs359,,Joined in Apr 2017,49,45,16,1,[],1,['flyingscottish']
Fjeden,"Copenhagen, Denmark",Joined in Jun 2018,3,3,0,0,[],0,[]
Qaisra82,"Frederiksberg, Denmark",Joined in Dec 2015,75,36,46,0,[],0,[]
rol251,"London, United Kingdom",Joined in May 2003,64,49,13,2,"['alicegutangara', 'H8136IMbrunog']",1,['Destination575294']
31rhyse,"Wellington, New Zealand",Joined in Sep 2015,12,9,0,0,[],0,[]
Go777271,,Joined in May 2018,1,1,0,0,[],0,[]
suksdn,London,Joined in Mar 2008,20,20,6,0,[],0,[]
henrikhaalshansen,"Aalborg, Denmark",Joined in Jul 2015,1,1,0,0,[],0,[]
Ryantrevy67,"London, United Kingdom",Joined in Oct 2019,109,91,21,0,[],0,[]
sboston2020,"Hvidovre, Denmark",Joined in Feb 2020,1,1,0,0,[],0,[]
358lorenzop,"Genazzano, Italy",Joined in Apr 2014,15,3,0,0,[],0,[]
HannibalM3,,Joined in Aug 2008,1,1,0,0,[],0,[]
sarpuli,"Espoo, Finland",Joined in Apr 2017,209,45,26,0,[],0,[]
theajonassen,"Sandnes, Norway",Joined in Aug 2018,2,1,0,0,[],0,[]
braumeister,"Cincinnati, Ohio",Joined in Feb 2007,153,145,68,0,[],0,[]
LeeT1954,,Joined in Oct 2012,1,1,0,0,[],0,[]
CalGat,"San Diego, CA",Joined in Dec 2007,85,31,42,0,[],0,[]
JillCDN,"London, United Kingdom",Joined in Sep 2011,110,99,26,0,[],0,[]
TJKaul,"Copenhagen, Denmark",Joined in Nov 2012,29,19,7,0,[],0,[]
667erics,"Gothenburg, Sweden",Joined in Aug 2007,50,45,10,0,[],0,[]
retrolina,"Copenhagen, Denmark",Joined in Aug 2008,45,40,24,0,[],0,[]
406andreed,,Joined in Nov 2018,3,3,0,0,[],0,[]
