username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
MikaJ178,,Joined in Oct 2017,1,1,0,0,[],0,[]
MontreurDOurs,"Saint-Germain-en-Laye, France",Joined in Oct 2016,34,33,24,0,[],0,[]
K6487UYmichellec,United Kingdom,Joined in Aug 2015,79,66,23,0,[],0,[]
Natalie2,"Lancaster, Pennsylvania",Joined in Nov 2006,132,111,27,0,[],0,[]
FranGalan,"Dublin, Ireland",Joined in Mar 2011,97,54,28,0,[],7,[]
tonylK637JC,"London, United Kingdom",Joined in May 2016,17,10,3,0,[],0,[]
Marialena_uk,"Chelmsford, United Kingdom",Joined in Feb 2008,725,150,173,0,[],1,[]
Clairecat84,"Aberdeen, United Kingdom",Joined in Apr 2013,23,18,20,0,[],0,[]
sassenach1745,"Glasgow, United Kingdom",Joined in Nov 2013,12,6,4,0,[],0,[]
LogiTekk,"Eslöv, Sweden",Joined in Jan 2011,16,14,5,0,[],0,[]
301429andy,"Stavanger, Norway",Joined in Sep 2016,11,5,1,0,[],0,[]
Nomad61247183653,,Joined in Nov 2018,1,1,1,0,[],0,[]
JandC_NYC01,"New York City, New York",Joined in Jan 2015,13,10,11,0,[],0,[]
delici,"Vilnius, Lithuania",Joined in Sep 2009,12,2,1,1,[],0,[]
AleyAndy,"Copenhagen, Denmark",Joined in Jul 2015,56,10,11,0,[],0,[]
Coastal771316,,Joined in May 2018,1,1,0,0,[],0,[]
mariolam415,Poland,Joined in Apr 2018,4,1,0,0,[],0,[]
Z7768FBandream,,Joined in Oct 2020,1,1,0,0,[],0,[]
daniela_A1408WL,,Joined in Oct 2020,1,1,0,0,[],0,[]
indymama1,"Saint Simons Island, Georgia",Joined in Dec 2010,209,141,88,0,[],0,[]
383lesliev,"Burlington, Vermont",Joined in May 2017,1,1,0,0,[],0,[]
E8084FZsarahs,"Burlington, Vermont",Joined in May 2017,1,1,0,0,[],0,[]
CRV711,"Isleworth, United Kingdom",Joined in Nov 2014,164,111,63,0,[],1,['theculturetrip']
simon_lorentzo,"Majorca, Spain",Joined in Dec 2013,35,15,3,0,[],0,[]
lenebach,"Copenhagen, Denmark",Joined in May 2016,1,1,0,0,[],0,[]
travelwithshaun,"Northamptonshire, United Kingdom",Joined in Nov 2015,14,14,9,0,[],0,[]
Travelibrarian,"Istanbul, Turkey",Joined in Dec 2010,175,142,106,0,[],0,[]
Tigerwont,"London, United Kingdom",Joined in Aug 2014,86,62,19,0,[],0,[]
LillyPilly229,"Caloundra, Australia",Joined in Sep 2012,9,9,1,0,[],0,[]
CHD3,"Budapest, Hungary",Joined in Apr 2009,141,120,91,1,['Nickipoo'],9,"['JoanMcKinney', 'VitoC780', '998laureenp', 'DanaMClark', 'nicolegO683XZ', 'Nickipoo', 'M3959XKrons', 'johnkQ7759SB', 'sjbrownx1164']"
christinafG5877QW,"Copenhagen, Denmark",Joined in Jul 2017,1,1,1,0,[],0,[]
Bluebird2306,"Leicester, United Kingdom",Joined in Aug 2012,9,8,7,0,[],0,[]
andreasroselius,,Joined in Sep 2007,7,7,4,0,[],0,[]
CJayHH,"Hamburg, Germany",Joined in Jul 2007,52,35,21,0,[],0,[]
catwalkTrowbridge,Trowbridge,Joined in Aug 2011,111,104,17,0,[],0,[]
JanRasmussen,"Birkerod, Denmark",Joined in Nov 2008,82,47,12,1,['Helleertner'],0,[]
DAVMGAR,"Glasgow, United Kingdom",Joined in Apr 2010,3,3,0,0,[],0,[]
gabjensen,"Kuala Lumpur, Malaysia",Joined in Sep 2019,4,3,4,0,[],1,[]
Ravne44,,Joined in Jun 2019,2,1,0,0,[],0,[]
dlykkegaard,"Ringsted, Denmark",Joined in Jul 2015,6,6,0,0,[],0,[]
anneN4063ES,"Riga, Latvia",Joined in Feb 2016,7,7,5,0,[],0,[]
veronicalarsen,,Joined in Oct 2019,2,1,1,0,[],0,[]
rolarter,"Kamp-Lintfort, Germany",Joined in Nov 2017,4,4,1,0,[],0,[]
Bemol11,,Joined in Jun 2019,1,1,0,0,[],0,[]
416janmichaelm,"Riihimaki, Finland",Joined in Oct 2016,67,26,3,0,[],0,[]
486ericak,"Muiden, The Netherlands",Joined in Mar 2012,34,31,7,0,[],0,[]
39kieranc,,Joined in May 2015,2,2,0,0,[],0,[]
kileyb425,,Joined in May 2017,9,9,9,0,[],0,[]
Mrsloco,"Colorado Springs, Colorado",Joined in Aug 2009,221,221,55,0,[],0,[]
HerrSparsam,"Stockholm, Stockholms Lan, Sweden",Joined in Dec 2011,16,15,8,0,[],0,[]
Safari78459,"Brasov, Romania",Joined in Oct 2008,17,9,0,0,[],8,"['Tripadvisor', 'TravelandLeisure', 'Thrillist', 'theculturetrip', 'CNTraveler', 'BusinessInsider', 'GolfAdvisor', 'ezpztravelz']"
Skytte,Frederiksberg,Joined in Jul 2010,4,4,1,0,[],0,[]
janschwaner,"Taarnby, Denmark",Joined in Aug 2008,12,12,11,0,[],0,[]
Tamworth76,"Los Angeles, California",Joined in Feb 2010,4,4,0,1,['jamesgled'],0,[]
DawnCA2019,,Joined in Feb 2019,2,2,2,0,[],0,[]
annalenaa2017,Kalix,Joined in Jan 2017,13,11,3,0,[],0,[]
Kokokreol,"Copenhagen, Denmark",Joined in Nov 2012,1,1,0,0,[],0,[]
TinaBowley,"Malmö, Sweden",Joined in Oct 2017,1,1,0,0,[],0,[]
jiddings27,"Omaha, Nebraska",Joined in Jun 2015,38,32,9,0,[],0,[]
danielmeijer,"Amsterdam, The Netherlands",Joined in Apr 2017,37,37,7,0,[],0,[]
203fional,,Joined in Dec 2016,7,4,3,0,[],0,[]
AngelaLi84,"London, United Kingdom",Joined in Nov 2015,15,8,2,0,[],0,[]
436v_,,Joined in Dec 2018,1,1,2,0,[],0,[]
SeeTheWorld1111,"Saint Louis, Missouri",Joined in Jul 2014,78,70,48,1,[],0,[]
just4mayi,"Ewa Beach, Hawaii",Joined in Nov 2016,132,96,33,1,['678keelyd'],1,[]
Foodforeveryone,,Joined in Jun 2011,32,7,2,0,[],0,[]
Jingva,"Hillerod, Denmark",Joined in Apr 2014,39,18,1,0,[],0,[]
mrscoml,"Walmer, United Kingdom",Joined in Apr 2006,385,320,196,1,['flowerdesun'],0,[]
Applebius,"Alameda, California",Joined in Aug 2006,13,10,14,0,[],0,[]
Solnishko10,,Joined in Jun 2016,2,2,0,0,[],0,[]
ottom566,"Delft, The Netherlands",Joined in Aug 2014,159,154,74,0,[],0,[]
yashchoor,"Bydgoszcz, Poland",Joined in Jul 2010,19,18,7,0,[],0,[]
Zionian,"Lisbon, Portugal",Joined in Feb 2008,227,183,343,6,[],8,"['ViajanteSoloOficial', 'tripper', '29horas', '447lenak', 'MargieD300', '471carmena', 'AnaFMesquita', 'ClaudiaGT']"
lars_reinholdt,,Joined in Oct 2015,140,140,36,0,[],0,[]
gurudot_1982,"Dubai, United Arab Emirates",Joined in Sep 2014,25,23,4,0,[],0,[]
Discover598175,,Joined in Sep 2015,2,2,0,0,[],0,[]
LauratFlynn,"Manchester, United Kingdom",Joined in Jun 2019,3,3,0,0,[],0,[]
smurf219,"Novara, Italy",Joined in Jan 2016,16,9,11,0,[],0,[]
WillDBeast,UK,Joined in Sep 2009,24,14,13,0,[],0,[]
Cookvic,,Joined in Aug 2011,108,99,48,0,[],0,[]
lynn512,"Chicago, Illinois",Joined in Apr 2015,31,31,9,0,[],0,[]
giorgiod486,"Milan, Italy",Joined in May 2014,261,247,107,0,[],1,[]
allenh424,,Joined in Jan 2011,19,19,6,0,[],0,[]
viktoriakreipke,"Stockholm, Sweden",Joined in May 2018,1,1,0,0,[],0,[]
kirstensoendergaard,"Copenhagen, Denmark",Joined in Jun 2017,1,1,0,0,[],0,[]
801birgitb,"Copenhagen, Denmark",Joined in Feb 2016,1,1,0,0,[],0,[]
francka305,,Joined in Jul 2016,14,14,5,0,[],0,[]
hannelillianh,"Hellerup, Denmark",Joined in Jan 2017,67,40,8,0,[],0,[]
cavegnjr,"Zurich, Switzerland",Joined in Aug 2015,47,26,1,0,[],0,[]
Mike1G,"Solihull, United Kingdom",Joined in May 2013,15,9,3,0,[],0,[]
homekeeper23,,Joined in Jul 2016,12,9,1,0,[],0,[]
458maris,"Elba Island, Italy",Joined in Nov 2009,28,23,14,0,[],0,[]
dannystrona,"London, United Kingdom",Joined in Apr 2015,99,97,27,0,[],0,[]
Leighawillia,"Austin, Texas",Joined in Mar 2010,39,32,11,0,[],0,[]
Jayesandveetee,"Banbury, United Kingdom",Joined in Dec 2011,141,136,77,0,[],0,[]
francisc689,Denmark,Joined in Jul 2015,2,2,0,0,[],0,[]
841zeam,"Copenhagen, Denmark",Joined in Sep 2015,1,1,0,0,[],0,[]
rachellynn89,Sweden,Joined in Jun 2015,1,1,0,0,[],0,[]
borderlessDK,borderlessDK,Joined in Apr 2010,2,2,1,0,[],0,[]
BOBBY_the_ICE,sundsvall,Joined in Aug 2012,1,1,0,0,[],0,[]
alinolim,"Copenhagen, Denmark",Joined in Apr 2018,1,1,0,0,[],0,[]
helj_m,"Helsinki, Finland",Joined in Jun 2015,149,70,12,2,[],0,[]
evak333,"Brisbane, Australia",Joined in Mar 2013,209,165,64,1,['Jeas60'],0,[]
cstansfield,"Rockville, Maryland",Joined in Sep 2010,85,84,69,0,[],0,[]
eltsukos,"Helsinki, Finland",Joined in Jan 2018,8,7,1,0,[],0,[]
RodZ,Rio de Janeiro,Joined in Mar 2006,19,7,15,0,[],0,[]
srednadna,"Oslo, Norway",Joined in Dec 2012,18,18,3,0,[],0,[]
jonasr727,"Zurich, Switzerland",Joined in Feb 2014,199,125,214,4,"['matthewkeaton', 'swiss_guy82', 's_rosenthaler', 'paulamaya']",0,[]
Robvier,,Joined in Aug 2019,2,2,0,0,[],0,[]
MonkeyBoyPA,"Glen Mills, Pennsylvania",Joined in Jan 2009,74,59,15,1,['martinkarel'],0,[]
Sandyv921,"Hartenbos, South Africa",Joined in May 2012,142,100,58,0,[],0,[]
wyrbender,"Oahu, Hawaii",Joined in Nov 2011,78,74,46,1,[],0,[]
MichaelaK94,"Prague, Czech Republic",Joined in Nov 2008,31,31,14,0,[],0,[]
michaelcomer,"Boothbay Harbor, Maine",Joined in Jul 2009,57,52,63,0,[],0,[]
Auberiginas,"Haslemere, United Kingdom",Joined in Jul 2009,246,225,81,0,[],0,[]
ssinc119,"Manchester, United Kingdom",Joined in Nov 2013,74,68,47,0,[],6,"['KerrieAPW', 'cosmicvisitor', 'Travelgrl66', 'KayB1434', 'Myrtlegirl30', 'SuzanneK025']"
Chris_Elson,"Morpeth, United Kingdom",Joined in Jul 2007,80,77,41,2,[],2,"['Thrillist', 'theculturetrip']"
doingittough,"Bristol, United Kingdom",Joined in Jun 2010,165,152,96,0,[],0,[]
Mcbe1970,"Addison, Texas",Joined in Oct 2011,114,82,28,7,[],0,[]
Evaskalla,"Lampeter, United Kingdom",Joined in Oct 2011,101,101,36,0,[],0,[]
lelektraklm,"Barcelona, Spain",Joined in Jun 2014,20,11,8,0,[],0,[]
sh_8905,"Oslo, Norway",Joined in Jan 2017,5,5,0,0,[],0,[]
HappyholidayBristol,Bristol,Joined in Sep 2009,36,36,34,0,[],0,[]
464andreasp,"Limassol City, Cyprus",Joined in Aug 2011,44,17,9,0,[],0,[]
perjohanper,,Joined in Aug 2019,1,1,0,0,[],0,[]
jovfl,"Oslo, Norway",Joined in May 2017,2,2,0,0,[],0,[]
320ralphs,"St. Gallen, Switzerland",Joined in Mar 2008,39,31,5,3,"['173christianm', 'Luca_Guidicelli', 'Mattstgall']",13,"['estherh895', 'villasolaria2019', 'pjweder', '173christianm', 'Luca_Guidicelli', 'gerardparatte', 'CelineFu', 'DayTrip737141', 'raystou', 'maxcraftsman', 'Traveler687871', '385emelineb', 'MichaelaL763']"
Mogrob47,Cumnock,Joined in Jul 2009,29,29,19,0,[],0,[]
HansT847,"De Hoef, The Netherlands",Joined in Aug 2012,58,49,48,0,[],0,[]
g-wrobe,"Brisbane, Australia",Joined in Jan 2012,28,28,5,0,[],0,[]
mogal17,"Alnwick, United Kingdom",Joined in Mar 2012,46,44,13,0,[],0,[]
Montreal23,"Abu Dhabi, United Arab Emirates",Joined in Aug 2007,83,74,45,0,[],0,[]
2NJtravelers,New Jersey,Joined in Apr 2008,13,11,10,0,[],0,[]
486isabelc,"Stavanger, Norway",Joined in Jun 2014,4,2,1,0,[],0,[]
DDados,"Copenhagen, Copenhagen, Denmark",Joined in Jul 2012,6,6,1,0,[],0,[]
Coletya,"Aalborg, Denmark",Joined in Apr 2011,3,3,2,0,[],0,[]
jufraxav,"Guayaquil, Ecuador",Joined in Jul 2012,16,9,3,0,[],0,[]
BentM50,,Joined in Nov 2012,1,1,0,0,[],0,[]
Anil572,"Gothenburg, Sweden",Joined in Aug 2010,3,1,0,0,[],3,[]
Meltraveller50,,Joined in May 2019,1,1,0,0,[],0,[]
JacquiH96,"Sydney, Australia",Joined in Jan 2013,14,14,8,0,[],0,[]
emily937,"Sheffield, United Kingdom",Joined in Mar 2014,25,15,10,0,[],0,[]
TanyaK1037,,Joined in Dec 2007,5,5,3,0,[],0,[]
jamesmashiri,"Turku, Finland",Joined in May 2016,85,75,18,0,[],0,[]
MagziT09,"Coventry, United Kingdom",Joined in Sep 2012,15,8,13,0,[],0,[]
63JamesW,"London, United Kingdom",Joined in Aug 2007,9,6,9,0,[],0,[]
BambiLaFawn,"Orlando, Florida",Joined in Oct 2008,275,198,59,1,[],0,[]
161Kaz63,"Portsmouth, United Kingdom",Joined in Nov 2012,177,120,48,3,"['trekwithkabin', 'markfC2966IE', 'emilybowdler']",4,[]
553andrewt,,Joined in Aug 2014,36,13,5,0,[],0,[]
JandR78,"Peoria, Illinois",Joined in Jun 2007,34,25,7,0,[],0,[]
JohnMcleantravels,,Joined in Aug 2013,3,3,3,0,[],0,[]
kronborg,"Virum, Denmark",Joined in Feb 2010,7,5,3,0,[],0,[]
glamourprincess,"Oslo, Norway",Joined in Apr 2006,551,341,211,0,[],0,[]
ayok03,Copenhagen,Joined in Jul 2007,6,1,2,0,[],0,[]
ArijLor,"Beverwijk, The Netherlands",Joined in Feb 2015,434,235,122,0,[],0,[]
traveldoc76,"Sydney, Australia",Joined in Nov 2006,168,147,88,0,[],1,['theplanetd']
danieljV628CR,"Frederiksberg, Denmark",Joined in Jul 2017,11,10,0,0,[],0,[]
MissSinai,"Copenhagen, Denmark",Joined in Sep 2008,20,20,13,0,[],0,[]
hj_rd_sb2015,"Reykjavik, Iceland",Joined in Feb 2008,8,2,0,1,[],0,[]
silviafI9020EU,"Alcobendas, Spain",Joined in Apr 2012,5,5,1,0,[],0,[]
dmcsthlm,"Stockholm, Sweden",Joined in Jul 2018,1,1,0,0,[],0,[]
372NicolaD372,"Hassocks, United Kingdom",Joined in Jun 2013,2,2,0,0,[],0,[]
RonaldF716,"Cordova, Tennessee",Joined in Aug 2012,163,154,53,0,[],0,[]
Matt4321,Florida,Joined in Jun 2014,78,68,78,0,[],0,[]
135sandd,,Joined in Aug 2015,91,82,35,0,[],0,[]
memarkham,"Boulder, Colorado",Joined in Oct 2017,4,4,2,0,[],0,[]
nickrgrace,"Washington DC, District of Columbia",Joined in Feb 2016,199,29,10,0,[],0,[]
Beniamin2014,"Ringsaker Municipality, Norway",Joined in Jul 2014,501,200,71,2,[],12,"['Tripadvisor', 'TravelChannel', 'ottarj2019', 'O4680XScristinac', '35ovidium', 'davidskaran', 'L7828DAannes', '80luciana', '16alinam', '113idab', 'asafteit', '330kined']"
christianmQ9183TI,"Odense, Denmark",Joined in Oct 2010,5,5,6,0,[],0,[]
Clizmo,"London, United Kingdom",Joined in Mar 2006,6,5,0,0,[],0,[]
A-for-Aidan,"London, United Kingdom",Joined in Aug 2016,21,19,7,0,[],0,[]
ChristoffCph,"Copenhagen, Denmark",Joined in Sep 2007,160,85,39,2,"['ejalbracha', 'B535NHjacks']",1,[]
195calumw,"Edinburgh, United Kingdom",Joined in Jul 2016,97,62,75,1,[],0,[]
sarahfrancesp,"Stavanger, Norway",Joined in Feb 2018,6,4,1,0,[],0,[]
Bing0King,"Frederiksberg, Denmark",Joined in Jun 2009,14,13,7,1,['sevensilver'],0,[]
pierantoniomariam,"Milan, Italy",Joined in Oct 2013,361,243,199,0,[],0,[]
PoulandInga,"Copenhagen, Denmark",Joined in Nov 2009,22,15,5,0,[],0,[]
Pinzon123,"London, United Kingdom",Joined in Jul 2013,36,18,10,0,[],0,[]
Sniplet,Sweden,Joined in Jan 2009,534,133,51,0,[],0,[]
Assken,,Joined in Jan 2012,1,1,0,0,[],0,[]
ReindeerSalami,"New York City, New York",Joined in Feb 2011,15,15,6,0,[],0,[]
Holger189541,"Copenhagen, Denmark",Joined in Jan 2011,1,1,0,0,[],0,[]
francbord,"Treviso, Italy",Joined in Nov 2013,176,155,126,0,[],0,[]
Biposto999,"Glasgow, United Kingdom",Joined in Mar 2018,22,17,5,0,[],0,[]
ajgupta,"North Potomac, Maryland",Joined in Oct 2009,328,220,159,0,[],0,[]
Sannehoeybye,"Copenhagen, Denmark",Joined in Nov 2007,5,5,0,0,[],1,[]
Eastland-0,"Copenhagen, Denmark",Joined in Mar 2010,5,5,0,0,[],0,[]
IdaMoos,"Rinkenaes, Denmark",Joined in Nov 2008,65,61,11,0,[],0,[]
344marcusb,"Norwich, United Kingdom",Joined in Sep 2014,13,12,3,0,[],0,[]
vanvwilliams,"Arlington, Texas",Joined in Dec 2013,68,54,52,0,[],0,[]
HelsinkiMinibee,Helsinki,Joined in Oct 2009,42,35,30,0,[],0,[]
Stefan_Sofia,"Sofia, Bulgaria",Joined in May 2012,130,41,18,1,[],0,[]
SussexCpl,"Sussex, England",Joined in Feb 2007,469,216,268,0,[],0,[]
Katie_Frances,"Haywards Heath, United Kingdom",Joined in Jan 2013,7,7,9,0,[],0,[]
Hardman52,"Stockport, United Kingdom",Joined in Apr 2015,30,18,13,0,[],0,[]
twister2000,"Perth, Australia",Joined in Oct 2007,56,53,19,1,[],0,[]
AgnesBj,"Reykjavik, Iceland",Joined in Nov 2008,2,2,0,0,[],0,[]
MartinW749,"Edinburgh, United Kingdom",Joined in Sep 2012,103,97,95,0,[],0,[]
gustavoe671,"Santa Cruz, Bolivia",Joined in May 2015,77,18,0,1,[],7,[]
OxanaS75,"Karlslunde, Denmark",Joined in Oct 2012,5,5,0,0,[],0,[]
gregoryg,st. johns,Joined in Aug 2003,18,16,2,0,[],0,[]
VisitorCK,"Arendal, Norway",Joined in Jul 2012,113,68,46,0,[],0,[]
Dimeander,Bristol,Joined in Dec 2006,60,58,43,0,[],0,[]
stinsonbeach13,"Madeira, Portugal",Joined in Aug 2013,270,246,56,1,['LindaE947'],0,[]
TegnerM,"Helsingborg, Skane Lan, Sweden",Joined in Oct 2011,83,74,68,0,[],0,[]
balimini,"Hamburg, Germany",Joined in Apr 2010,114,114,143,0,[],0,[]
JonTraveller1979,"Chester, United Kingdom",Joined in May 2013,30,30,12,0,[],0,[]
KiaraK,"Milan, Italy",Joined in Jun 2011,64,63,28,0,[],0,[]
PinkFlamingo0,Costa Rica,Joined in Apr 2009,7,6,2,0,[],0,[]
Sakanaaaa,,Joined in Apr 2017,3,3,1,0,[],0,[]
LesEd,"Kendal, United Kingdom",Joined in Sep 2012,99,97,85,1,['373kimchin'],0,[]
aimdk,"Hørsholm, Danmark",Joined in Oct 2007,22,16,45,1,[],2,"['josephinemcgrail', 'miademskov']"
NoStoppinUs,"Washington DC, District of Columbia",Joined in Apr 2009,117,111,82,0,[],0,[]
204freyam,,Joined in Aug 2015,4,4,2,0,[],0,[]
chin792015,"Kuala Lumpur, Malaysia",Joined in Sep 2015,55,55,33,0,[],0,[]
jpeterr2017,"St Helens, United Kingdom",Joined in Feb 2016,89,72,26,0,[],0,[]
Hagbarth58,Denmark,Joined in Jun 2009,46,44,15,0,[],0,[]
Bomberheucki,"Madrid, Spain",Joined in Nov 2013,14,13,5,1,[],0,[]
MCBoyo,"Kingston-upon-Hull, United Kingdom",Joined in Oct 2012,40,29,21,0,[],0,[]
Jacobsn,"Malmö, Sweden",Joined in Sep 2012,2,2,1,0,[],0,[]
mariapQ1219JJ,"Copenhagen, Denmark",Joined in Apr 2017,2,2,0,0,[],0,[]
TheMeadowsTravel,"Washington, D.C.",Joined in Jan 2006,367,338,152,0,[],0,[]
TerrSavalas,,Joined in Oct 2014,3,3,6,0,[],0,[]
christiansC899ZD,"Copenhagen, Denmark",Joined in Jul 2007,45,33,15,0,[],0,[]
davidsL3489RM,,Joined in Sep 2016,1,1,0,0,[],0,[]
lenab286,"Barcelona, Spain",Joined in Nov 2015,9,8,6,1,['marvinweth'],0,[]
woelfle85,"Frankfurt, Germany",Joined in Feb 2010,2,2,0,0,[],0,[]
584gordonc,"Dromara, United Kingdom",Joined in Jul 2016,3,3,0,0,[],0,[]
345lukaszh,"West Hartford, Connecticut",Joined in Jun 2014,11,11,0,0,[],0,[]
0dianat,"Bucharest, Romania",Joined in Nov 2013,18,15,4,0,[],0,[]
Hanna60013,"Östersund, Sweden",Joined in Sep 2007,14,14,6,1,['Hrm146'],0,[]
eduardochristoph,"Rio de Janeiro, RJ",Joined in Jun 2013,4,3,0,0,[],0,[]
nomadanand,"San Francisco, California",Joined in Oct 2014,1,1,0,0,[],0,[]
DuchessAmanda,,Joined in Mar 2019,4,3,9,0,[],0,[]
Elellu,"Milan, Italy",Joined in Mar 2014,18,17,45,0,[],2,"['CNTravellerItalia', 'LauraRenieri']"
Tenedave,"Oxford, United Kingdom",Joined in Oct 2009,281,105,62,4,[],7,"['Tripadvisor', 'TravelChannel', 'karlsH9930BK', '115gemmam', 'Bule_botak', 'Richy102', 'salvatoreaE1036QK']"
Thejazzymann,"Reykjavik, Iceland",Joined in Nov 2012,11,10,8,2,"['takasnuningyo', '241steinar_']",0,[]
BigTim78,"Burnaby, BC",Joined in Mar 2005,81,81,45,1,['Dawnwellington'],0,[]
J_Fizzle89,"Elderslie, Australia",Joined in Feb 2015,273,160,93,0,[],0,[]
lastbury2015,"Canterbury, United Kingdom",Joined in Apr 2015,12,12,6,0,[],0,[]
Vibekewi,"Copenhagen, Denmark",Joined in Jan 2008,6,5,4,0,[],0,[]
SiSophia,"Copenhagen Region, Denmark",Joined in Sep 2007,62,17,1,0,[],0,[]
RobertoRing,,Joined in May 2015,4,4,9,0,[],0,[]
henrikmortensen,"Copenhagen, Denmark",Joined in Sep 2016,4,4,0,0,[],0,[]
5876stuartk,,Joined in Aug 2019,3,2,0,0,[],0,[]
christophermC2070XP,"Perth, Australia",Joined in Jan 2016,150,150,51,0,[],0,[]
Jamtrails,,Joined in Oct 2007,2,2,1,0,[],0,[]
JoseG684,"Madrid, Spain",Joined in Jan 2012,66,65,22,0,[],0,[]
U8265AZchristianm,,Joined in Aug 2016,54,54,22,0,[],0,[]
razvanb264,"Iasi, Romania",Joined in Feb 2010,15,6,0,0,[],0,[]
119steinarr,"Oslo, Norway",Joined in Mar 2010,7,5,0,0,[],0,[]
michielr715,"Flaine, France",Joined in Jul 2016,6,5,2,0,[],0,[]
Cricritou,"Geneva, Switzerland",Joined in Sep 2014,8,7,8,0,[],0,[]
em2anouel2a,,Joined in Oct 2017,36,10,0,0,[],0,[]
p_terkiss,"Budapest, Hungary",Joined in May 2018,2,2,0,0,[],0,[]
mauimil,"Milan, Italy",Joined in Jun 2009,27,14,5,0,[],0,[]
bjorgem,"Ghent, Belgium",Joined in Feb 2019,1,1,0,0,[],0,[]
toto_wob,,Joined in Jun 2019,13,13,27,0,[],0,[]
MissTh4ng,"London, United Kingdom",Joined in Apr 2019,66,41,35,0,[],0,[]
cb1992,"London, United Kingdom",Joined in Aug 2012,80,79,26,0,[],0,[]
BoBre,"London, United Kingdom",Joined in Jul 2009,239,206,113,4,[],2,"['IanA778', 'LaLaBlonde']"
geebee2601,"Amsterdam, The Netherlands",Joined in Nov 2015,82,22,46,1,['hahathisuseristaken'],0,[]
Flyer750661,,Joined in Jan 2018,14,5,1,0,[],0,[]
vacuity86,"Adelaide, Australia",Joined in Apr 2013,309,305,82,0,[],0,[]
lucaf875,"Treviso, Italy",Joined in Nov 2010,84,84,32,1,['LucaE783'],0,[]
valeriag595,"Milan, Italy",Joined in Jul 2016,29,16,7,1,[],0,[]
andreacE8350TX,"Brighton and Hove, United Kingdom",Joined in Sep 2010,5,5,2,0,[],0,[]
Xxx8888,,Joined in Jan 2016,55,44,47,0,[],0,[]
sheevpalpatine,"Glenelg, Australia",Joined in Nov 2017,7,7,1,0,[],0,[]
kristinam726,,Joined in Jul 2016,3,3,0,0,[],0,[]
MPCOELHO,"Heidelberg, Germany",Joined in Sep 2008,3,3,2,0,[],0,[]
Erika185,"Helsinki, Finland",Joined in Oct 2007,31,20,6,1,['LoveSinger'],3,"['AmandaBodie030388', 'lilioksanen', 'Petrik737']"
Mallasbralla,,Joined in Jul 2013,4,3,0,0,[],0,[]
Wanderlust_fby,"Hawalli, Kuwait",Joined in Jan 2016,98,49,20,0,[],2,"['SeriousEats', 'thatbackpacker']"
MrStylz,"Philadelphia, Pennsylvania",Joined in Sep 2007,590,33,18,0,[],0,[]
joachimn883,"Oslo, Norway",Joined in Jul 2015,66,57,18,2,[],3,[]
jeroenp759,"Ghent, Belgium",Joined in Nov 2015,2,2,1,0,[],0,[]
DPGA12,"Chelmsford, United Kingdom",Joined in Jul 2016,60,53,14,1,['djmann24'],1,[]
SuperOz,"Kirkintilloch, United Kingdom",Joined in Aug 2009,128,115,68,0,[],0,[]
Hidde-Jan,"Cambridge, United Kingdom",Joined in Sep 2011,38,38,17,1,['Hightree'],0,[]
firas_23s,"Brussels, Belgium",Joined in Mar 2014,22,22,8,0,[],0,[]
amayi0,,Joined in Jun 2012,16,14,3,0,[],0,[]
mayam601,"London, United Kingdom",Joined in May 2013,3,3,2,0,[],0,[]
John5620,"Bedford, United Kingdom",Joined in Dec 2007,14,12,13,0,[],0,[]
Kyliev22,"London, United Kingdom",Joined in Jun 2015,7,7,8,0,[],0,[]
TanW520,,Joined in Apr 2016,5,4,0,0,[],0,[]
Judithvanderpeet,,Joined in May 2013,41,25,12,0,[],0,[]
HighCo,"Bayreuth, Germany",Joined in Mar 2016,2,2,0,0,[],0,[]
dotty_84_84,"Manchester, United Kingdom",Joined in Mar 2016,25,24,9,0,[],0,[]
D9631QTjamesw,"Nykobing Falster, Denmark",Joined in Sep 2015,27,10,2,0,[],0,[]
philguk,"Tideswell, United Kingdom",Joined in Aug 2010,179,166,65,1,['kathyk459'],2,"['541oliveras', 'kathyk459']"
Egiol,"London, United Kingdom",Joined in Jul 2012,50,35,12,0,[],0,[]
RM_V8,"Canton of Zug, Switzerland",Joined in Sep 2012,27,27,29,0,[],0,[]
mini_bitz,"chelmsford, Essex",Joined in Dec 2008,49,35,12,0,[],0,[]
jennyg1965,"Melbourne, Australia",Joined in Jan 2011,146,128,122,0,[],0,[]
Merddinemrys,"Hampshire, UK",Joined in Jul 2005,86,76,29,0,[],0,[]
Youngemily,,Joined in Sep 2013,51,2,0,0,[],0,[]
statboy2711,"Greensboro, Georgia",Joined in Jun 2010,96,96,36,0,[],0,[]
jessicat844,"Milan, Italy",Joined in May 2012,21,15,3,1,['239mariangelal'],0,[]
581walterl,"Rome, Italy",Joined in Mar 2014,7,7,2,0,[],0,[]
bryan55w,"Buckden, United Kingdom",Joined in Feb 2013,90,70,36,0,[],0,[]
GeorgeM2723,"London, United Kingdom",Joined in Aug 2012,3,3,0,0,[],0,[]
Serozeus,"Boerkop, Denmark",Joined in Sep 2012,32,26,3,0,[],0,[]
MarianneG_74,"Thonon-les-Bains, France",Joined in Jan 2013,3,3,1,0,[],0,[]
