username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
vinnie2300,,Joined in Mar 2019,4,4,1,0,[],0,[]
MissTulla,"Copenhagen, Denmark",Joined in Nov 2019,1,1,1,0,[],0,[]
waqar_cph,"Copenhagen, Denmark",Joined in May 2017,2,2,1,0,[],0,[]
Raeinthehay,,Joined in Nov 2019,1,1,1,0,[],0,[]
izz13,,Joined in Nov 2012,27,18,11,0,[],0,[]
V1shalsharma,,Joined in Oct 2019,1,1,1,1,['Keerio2'],0,[]
834amitkumarr,"Copenhagen Region, Denmark",Joined in Oct 2018,39,15,2,0,[],0,[]
sebastian_swed,"Malmö, Sweden",Joined in Oct 2019,1,1,0,0,[],0,[]
Micinic,"Gothenburg, Sweden",Joined in Jul 2007,69,55,15,0,[],0,[]
MScPolSci,,Joined in Jul 2019,1,1,0,0,[],0,[]
oernh16,,Joined in Jul 2019,1,1,1,0,[],0,[]
Skovgaard90,,Joined in Jul 2019,1,1,0,0,[],0,[]
RajeshS11111,"Copenhagen Region, Denmark",Joined in Jul 2019,1,1,0,0,[],0,[]
Tara1987_12,"Copenhagen, Denmark",Joined in Sep 2012,1,1,0,0,[],0,[]
barbaraapetersen,,Joined in Jul 2019,1,1,0,0,[],0,[]
Lucaspretzer,"Copenhagen, Denmark",Joined in Jan 2019,4,4,1,0,[],0,[]
MarteRG,"Copenhagen, Denmark",Joined in Jan 2014,13,10,3,0,[],0,[]
ewindavis,"Prague, Czech Republic",Joined in Mar 2014,1,1,0,0,[],0,[]
thomasoZ7688NU,"Gjovik, Norway",Joined in May 2016,7,7,3,0,[],0,[]
474bikasb,"Frederiksberg, Denmark",Joined in May 2017,2,2,1,0,[],0,[]
alexbertlin,"Gävle, Sweden",Joined in Apr 2017,7,5,1,0,[],0,[]
david_A1452SM,"Frederiksberg, Denmark",Joined in Jun 2019,1,1,1,0,[],0,[]
anmusik,,Joined in Jun 2019,1,1,1,0,[],0,[]
thomassB4535CM,"Copenhagen, Denmark",Joined in Jan 2016,19,7,7,0,[],0,[]
KianKnk,,Joined in Nov 2018,1,1,0,0,[],0,[]
lilalea88,"Cologne, Germany",Joined in Jul 2018,10,3,0,0,[],0,[]
912alfredop,,Joined in Jun 2017,3,3,0,0,[],0,[]
margeritten6d,"Albertslund, Denmark",Joined in Aug 2017,43,16,14,0,[],1,[]
Rizzle47,,Joined in Feb 2018,4,4,1,0,[],0,[]
Robinungermann,"Frederiksberg, Denmark",Joined in Oct 2013,11,4,1,1,[],0,[]
imranfazal75,"Groningen, The Netherlands",Joined in Mar 2018,5,5,2,0,[],1,['discoveringdest']
rajpareek,"London, United Kingdom",Joined in Aug 2011,8,8,3,0,[],0,[]
fetinb,"Frederiksberg, Denmark",Joined in May 2016,1,1,0,0,[],0,[]
Journey218632,,Joined in Mar 2010,2,1,1,0,[],0,[]
Chilimalm,,Joined in Apr 2019,1,1,1,0,[],0,[]
jaki1983,"Sola Municipality, Norway",Joined in Aug 2012,74,74,33,0,[],0,[]
119christoffere,"Copenhagen, Denmark",Joined in Mar 2019,1,1,0,0,[],0,[]
sebde,Denmark,Joined in Mar 2016,1,1,0,0,[],0,[]
touristTiia,"Jyväskylä, Finland",Joined in Jun 2015,232,167,53,0,[],0,[]
nilesh_nagar,"Indore, India",Joined in Oct 2012,406,381,87,2,"['RuhaniKaur11', 'rahematcruise']",0,[]
Worldtravler360,,Joined in Feb 2019,2,2,1,1,['bobbya509'],0,[]
gersbycruising,"Copenhagen, Denmark",Joined in Sep 2018,1,1,0,0,[],0,[]
256sandriner,,Joined in Aug 2018,3,3,4,0,[],0,[]
petermichelsen,,Joined in Mar 2019,1,1,0,0,[],0,[]
HJMilner2014,"Holmes Chapel, United Kingdom",Joined in Sep 2014,10,10,0,0,[],0,[]
leagr_nh,"Copenhagen, Denmark",Joined in Jul 2016,1,1,0,0,[],0,[]
4rikkec,"Oesterbro, Denmark",Joined in Aug 2016,41,33,5,2,"['420nicklasj', 'elsebethc2019']",0,[]
786ullaw,"Risskov, Denmark",Joined in Jun 2017,31,21,2,0,[],1,[]
nasmann1,,Joined in Feb 2019,1,1,1,0,[],0,[]
PeterW6604,"Orebro, Sweden",Joined in Mar 2016,1,1,0,0,[],0,[]
MrMagnusL,,Joined in Dec 2018,1,1,0,0,[],0,[]
Ryanoh91,"Auckland Central, New Zealand",Joined in Jul 2017,6,5,0,0,[],0,[]
NeilJohnson1,"Copenhagen, Denmark",Joined in Oct 2013,6,2,0,0,[],0,[]
191andreaj,"Frederiksberg, Denmark",Joined in Jan 2016,23,14,2,0,[],0,[]
Copencouple,Copenhagen,Joined in Apr 2010,3,3,0,0,[],0,[]
atrink2018,"Copenhagen, Denmark",Joined in Aug 2018,2,2,0,0,[],0,[]
saijavar,,Joined in Aug 2016,5,5,1,0,[],0,[]
859simonh,"Salisbury, United Kingdom",Joined in Sep 2014,393,198,157,1,['MBHAPPY'],0,[]
ArjSood,"Mumbai, India",Joined in Sep 2012,10,4,4,0,[],0,[]
ChrW,"Ko Ngai, Thailand",Joined in Sep 2006,43,36,50,1,[],0,[]
999cecilieb,"Hilleroed Municipality, Denmark",Joined in Dec 2018,2,2,0,0,[],0,[]
Travelerhugs,,Joined in Nov 2018,3,3,1,0,[],0,[]
philipagerbech,"Copenhagen, Denmark",Joined in May 2017,2,2,0,0,[],0,[]
Quest34259252232,,Joined in Nov 2018,1,1,0,0,[],0,[]
michaelschar,"Gording, Denmark",Joined in Jan 2017,18,8,1,1,[],1,[]
fine4wine,"Copenhagen, Denmark",Joined in Oct 2018,1,1,0,0,[],0,[]
andreaagla1,"Frederiksberg, Denmark",Joined in Sep 2018,1,1,0,0,[],0,[]
johnaZ3049IW,"Stockholm, Sweden",Joined in Jul 2016,1,1,0,0,[],0,[]
899aletl,"Groningen, The Netherlands",Joined in Jan 2013,10,6,3,0,[],0,[]
haedl,,Joined in May 2009,8,8,2,0,[],0,[]
drorc982,,Joined in Oct 2015,46,25,44,0,[],0,[]
662desireek,"London, United Kingdom",Joined in Aug 2014,6,6,2,0,[],0,[]
Pink-monsters,"Copenhagen, Denmark",Joined in Aug 2018,2,1,0,0,[],0,[]
landona27,"London, United Kingdom",Joined in Sep 2017,5,5,1,0,[],0,[]
Mantas_Hansen,"Copenhagen, Denmark",Joined in Feb 2008,3,3,7,0,[],0,[]
408andres,"Fulda, Germany",Joined in Jan 2016,11,11,3,0,[],0,[]
869lucyj,,Joined in Sep 2013,22,21,8,0,[],0,[]
EmmaCraig4,"Aberdeen, United Kingdom",Joined in Nov 2008,1,1,2,0,[],0,[]
mattbreeland,"Sandnes, Norway",Joined in Jun 2017,2,1,0,0,[],0,[]
WenyaoF,,Joined in Jan 2013,13,6,0,0,[],0,[]
MikeyLPT,"Auckland Central, New Zealand",Joined in Jun 2014,170,141,51,0,[],0,[]
temcra,"Copenhagen, Denmark",Joined in May 2018,1,1,0,0,[],0,[]
annesZ5309SI,"Rotterdam, The Netherlands",Joined in Jul 2015,14,14,3,0,[],0,[]
boquerones101,"Vancouver, Canada",Joined in Dec 2016,2,2,0,0,[],0,[]
VSoren1,,Joined in Apr 2018,2,2,2,0,[],0,[]
Larzjg,"Copenhagen, Denmark",Joined in Sep 2007,20,15,2,2,[],12,[]
537mark,"Saffron Walden, United Kingdom",Joined in Dec 2012,53,50,33,0,[],0,[]
pepd757,"San Sebastian - Donostia, Spain",Joined in Jul 2016,11,11,4,0,[],0,[]
ChriistineeF,"Stockholm, Sweden",Joined in Mar 2018,6,6,3,0,[],0,[]
chrislisto,"Ammoudia, Greece",Joined in Jan 2018,22,14,3,0,[],0,[]
roostermann711,"Copenhagen, Denmark",Joined in Mar 2018,2,2,0,0,[],0,[]
488akshayr,"Bothell, Washington",Joined in Mar 2018,10,10,6,0,[],0,[]
supakev10,Northumberland,Joined in Feb 2008,14,14,5,0,[],0,[]
203venlak,"Helsinki, Finland",Joined in Sep 2017,14,13,4,0,[],0,[]
X6962SImargareth,"Galway, Ireland",Joined in May 2016,14,14,14,0,[],0,[]
jdim11,,Joined in Jan 2018,6,5,1,0,[],0,[]
ValeCPH,"Palermo, Italy",Joined in Jul 2014,21,19,9,0,[],0,[]
CarolineM4130,,Joined in Nov 2012,1,1,1,0,[],0,[]
KasperSerup,"Copenhagen, Denmark",Joined in Jul 2015,15,9,2,0,[],0,[]
PerTais,"Frederiksvaerk, Denmark",Joined in Jun 2013,12,12,4,0,[],6,"['MartinT1730', 'KatjaK351', 'StineH606', 'Relax227536', 'babakm237', '1511elise']"
danielasjorge,"Copenhagen, Denmark",Joined in Jul 2016,3,3,0,0,[],0,[]
Tao_Kevin,"Guangzhou, China",Joined in Mar 2014,24,17,4,0,[],1,[]
travelmum415,"Indianapolis, Indiana",Joined in Jan 2006,106,81,58,0,[],0,[]
MelBroderick,"County Carlow, Ireland",Joined in Oct 2012,239,84,47,0,[],3,[]
Ninaklepacki,"Copenhagen, Denmark",Joined in Apr 2013,1,1,0,0,[],0,[]
RGaneshRaj,"Eindhoven, The Netherlands",Joined in Mar 2015,9,2,3,0,[],0,[]
marcelkuhn,"Winterthur, Switzerland",Joined in Jan 2017,2,2,0,0,[],0,[]
cameronp324,"Santa Barbara, California",Joined in Oct 2017,4,2,0,0,[],29,"['Tripadvisor', 'NatGeo', 'TravelandLeisure', 'Thrillist', 'CNTraveler', 'thisisinsider', 'Jetsetter', 'GoPro', 'Passionpassport', 'BusinessInsider', 'nationalparktrips', 'OutsideMagazine', 'MatadorNetwork', 'theknot', 'SeriousEats', 'TravelBabbo', 'SKImagazine', 'FourSeasons', 'TAFlights', 'galavante']"
rudirudebox,"Barcelona, Spain",Joined in Jul 2016,1,1,0,0,[],0,[]
glen077,"North Yorkshire, United Kingdom",Joined in Nov 2010,132,129,50,0,[],0,[]
Arjo_13,"Kopavogur, Iceland",Joined in Jun 2009,12,9,3,0,[],0,[]
stefanb544,"Stockholm, Sweden",Joined in Oct 2012,1,1,0,0,[],0,[]
lucamX902YX,"Druento, Italy",Joined in Jul 2017,41,20,2,0,[],0,[]
KarimMouvich,,Joined in Oct 2017,1,1,0,0,[],0,[]
ancdakr,,Joined in Dec 2016,5,5,8,0,[],0,[]
ruthwH216IW,"Frederiksberg, Denmark",Joined in Feb 2006,6,6,1,0,[],0,[]
kel999,"Ipswich, United Kingdom",Joined in May 2008,110,110,81,0,[],0,[]
bor762,,Joined in Sep 2017,4,4,0,0,[],0,[]
pgeorge1978,"Singapore, Singapore",Joined in Jan 2017,11,9,2,0,[],0,[]
825alexiaa,"Jodhpur, India",Joined in Jul 2017,3,3,0,0,[],0,[]
zMoondanceR,,Joined in Feb 2014,82,67,50,1,[],0,[]
176erenc,,Joined in Jun 2016,2,2,0,0,[],0,[]
majpan,,Joined in Apr 2015,16,12,5,1,[],0,[]
rookNY,"Long Island, New York",Joined in Jul 2015,60,57,73,1,[],0,[]
jasono396,,Joined in Sep 2016,2,2,0,0,[],0,[]
418zaZa,"Copenhagen, Denmark",Joined in Feb 2008,30,18,0,0,[],0,[]
goldchariots,"Huntingdon, United Kingdom",Joined in Apr 2016,6,6,9,0,[],0,[]
rtatum13,"Seattle, Washington",Joined in Aug 2017,25,22,47,0,[],0,[]
MAUICPH,,Joined in Jul 2008,2,2,1,0,[],0,[]
329xa,"West Palm Beach, Florida",Joined in Aug 2017,7,7,2,0,[],0,[]
joannabakos,"Arlington, Virginia",Joined in May 2012,7,7,4,0,[],0,[]
ArneBenoni,"Odense, Denmark",Joined in Sep 2013,9,9,1,0,[],0,[]
Cascadedan,"Seattle, Washington",Joined in Jan 2008,42,37,9,0,[],0,[]
MaryamN0303,,Joined in Jun 2015,3,2,2,0,[],0,[]
davewade12,"Norwich, United Kingdom",Joined in Aug 2009,23,18,7,0,[],0,[]
lunders,,Joined in May 2013,3,1,0,0,[],0,[]
H7208YW_,,Joined in Aug 2015,1,1,0,0,[],0,[]
Marlanph,"Copenhagen, Denmark",Joined in Oct 2013,14,7,4,0,[],0,[]
872oliverz,"Bromma, Sweden",Joined in Jun 2016,3,3,1,0,[],0,[]
jtierney0407,"Copenhagen, Denmark",Joined in May 2015,2,2,0,0,[],0,[]
Sabrinaselv,,Joined in Jun 2013,196,141,70,0,[],0,[]
kaarthik,"Copenhagen, Denmark",Joined in Jan 2008,23,22,12,1,[],0,[]
12AmyG,"Chicago, Illinois",Joined in Jan 2013,45,44,19,0,[],0,[]
legkiy,"Brussels, Belgium",Joined in Nov 2007,86,56,15,0,[],0,[]
TinaE192,"Espergaerde, Denmark",Joined in Feb 2013,17,14,6,0,[],0,[]
halldorags,"Hveragerdi, Iceland",Joined in Aug 2013,9,9,10,1,[],0,[]
LyndsyAnn,"Houston, Texas",Joined in Mar 2014,4,2,2,0,[],0,[]
513steffene,"Leipzig, Germany",Joined in Apr 2016,5,4,1,0,[],0,[]
J1574CIthomasg,"London, United Kingdom",Joined in Jun 2007,5,5,1,1,['frso01'],2,[]
70susannav,,Joined in Apr 2009,2,2,4,0,[],0,[]
Curious268863,"Dunfermline, United Kingdom",Joined in Oct 2010,5,5,7,0,[],3,"['ryandunsire', 'lotfiy2019', 'ilyizjaviera']"
joakimbe,"Vila do Abraao, RJ",Joined in Mar 2013,35,23,8,0,[],1,['194nadiat']
upandeya,"Copenhagen, Denmark",Joined in Sep 2014,15,15,8,0,[],0,[]
580ammara,"Taastrup, Denmark",Joined in Jun 2017,2,1,0,0,[],0,[]
KitNeel,"Aarhus, Denmark",Joined in Jun 2017,2,2,0,0,[],0,[]
Sightsee365479,,Joined in Jun 2012,1,1,0,0,[],0,[]
soniamW3546QB,"London, United Kingdom",Joined in Jan 2016,12,11,18,1,[],7,[]
BowieV5,,Joined in Aug 2013,4,4,2,0,[],0,[]
jaroee,Norway,Joined in Oct 2010,23,9,9,1,['SivAnniken'],9,[]
RHT08,"Cambridge, United Kingdom",Joined in Jul 2015,14,14,4,0,[],0,[]
235priyamb,"Kolkata (Calcutta), India",Joined in Dec 2016,267,44,8,1,[],0,[]
marialynnvancouver,"Vancouver, Canada",Joined in Sep 2007,228,212,49,0,[],0,[]
Sqinge,"Tranas, Sweden",Joined in Jul 2016,18,18,3,0,[],0,[]
SaminaHayat,"Copenhagen, Denmark",Joined in May 2017,1,1,0,0,[],0,[]
badreldinn,"Copenhagen, Denmark",Joined in Sep 2013,2,2,0,0,[],2,[]
nataschamarianielsen,"Copenhagen Region, Denmark",Joined in May 2017,1,1,0,0,[],0,[]
M2411VPdavidb,"Scottsdale, Arizona",Joined in Dec 2016,5,3,0,0,[],0,[]
850meadhbhn,,Joined in May 2017,10,8,3,0,[],0,[]
joannj562,,Joined in Jul 2007,1,1,1,0,[],0,[]
Flsurvey,,Joined in Jul 2013,2,2,2,0,[],0,[]
ore10ab,københavn,Joined in Aug 2013,6,4,4,0,[],0,[]
Sarah_Kosher_Kitchen,"Copenhagen, Denmark",Joined in Apr 2017,38,31,9,0,[],0,[]
nanamariab,"Prague, Czech Republic",Joined in Jan 2008,1,1,0,0,[],0,[]
Sammeraffridi,,Joined in Jun 2012,8,5,1,0,[],0,[]
Signelras,"Copenhagen, Denmark",Joined in Apr 2017,1,1,0,0,[],0,[]
Judielykke,"Copenhagen, Denmark",Joined in Feb 2017,52,28,13,0,[],0,[]
FunkyBhudda,Liverpool,Joined in Mar 2010,2,1,0,0,[],0,[]
sannib2014,,Joined in May 2014,22,12,2,0,[],0,[]
547SteveN,"Lincoln, United Kingdom",Joined in Jun 2013,24,23,5,0,[],0,[]
R2252ZWivans,,Joined in Oct 2020,1,1,0,0,[],0,[]
asdTho222,,Joined in Aug 2020,7,7,8,0,[],2,[]
D1793IHsam_,"Aarhus, Denmark",Joined in Jul 2016,73,59,9,1,[],0,[]
marcusrH4040GV,Denmark,Joined in Jun 2020,6,6,1,0,[],0,[]
anniemb85,"London, United Kingdom",Joined in Jan 2014,6,6,3,0,[],0,[]
guyporter74,"Copenhagen, Denmark",Joined in Jan 2014,4,3,0,0,[],1,[]
B44PXthomash,"Copenhagen, Denmark",Joined in Jun 2015,3,3,1,0,[],0,[]
sifuhense,"Copenhagen, Denmark",Joined in Mar 2011,18,18,20,0,[],0,[]
jessdK1066LO,,Joined in Mar 2020,1,1,0,0,[],0,[]
peteraT7778MU,"Pontarddulais, United Kingdom",Joined in Aug 2015,11,10,7,0,[],0,[]
N816BHmichaelk,"Copenhagen, Denmark",Joined in Mar 2020,3,1,0,0,[],0,[]
alessandrapL8401GD,,Joined in Jul 2016,2,1,0,0,[],0,[]
Annebirke,,Joined in Feb 2020,1,1,0,0,[],0,[]
Pakychef,,Joined in Feb 2020,2,1,2,0,[],0,[]
B5930GVpatriciab,,Joined in Jan 2020,1,1,0,0,[],0,[]
gmt65,"Ayr, Scotland",Joined in Sep 2010,24,21,11,0,[],0,[]
chiaraaand,,Joined in Jan 2020,2,2,0,0,[],0,[]
valentinavV5955HF,,Joined in Dec 2019,2,1,0,0,[],0,[]
Michiber3,,Joined in Jan 2020,1,1,0,0,[],0,[]
giulia3005,,Joined in Oct 2019,1,1,0,0,[],0,[]
mariabartho,"Copenhagen, Denmark",Joined in Feb 2012,21,12,3,0,[],0,[]
NatMack77,"Edinburgh, United Kingdom",Joined in Sep 2013,11,11,4,0,[],0,[]
3milko,,Joined in Nov 2016,1,1,0,0,[],0,[]
Dirk_VDA,"Holsbeek, Belgium",Joined in Jan 2009,268,225,178,0,[],0,[]
alonme1,Europe,Joined in Jun 2017,15,13,2,0,[],0,[]
H478GVthomasb,"Fredrikstad, Norway",Joined in Jul 2017,9,8,0,1,[],0,[]
kx74,"Meudon, France",Joined in Mar 2012,8,8,13,0,[],0,[]
ajbhu,"Budapest, Hungary",Joined in Mar 2011,44,34,49,6,[],1,['stuartlamb']
snaiderc,"Parma, Italy",Joined in Dec 2009,27,24,23,0,[],0,[]
DenisCarrara,,Joined in Aug 2019,1,1,1,0,[],0,[]
LoveTravelingaroundd,Worldwide,Joined in Aug 2019,5,5,1,0,[],2,[]
DeathRacerEdmonton,Edmonton,Joined in Aug 2010,186,176,161,0,[],0,[]
LukaBe,"Zagreb, Croatia",Joined in Aug 2014,73,69,62,0,[],0,[]
Nicholasreview,,Joined in Jul 2019,1,1,0,0,[],0,[]
Mati-Higuchi,"Sao Paulo, SP",Joined in Feb 2010,121,120,36,0,[],0,[]
Riplis,"Oslo, Norway",Joined in Jun 2015,132,127,50,1,[],1,[]
auchthathurt,,Joined in Jul 2019,27,20,23,0,[],0,[]
JanaJons,"Esbjerg, Denmark",Joined in May 2016,48,22,4,0,[],0,[]
Ambassador593142,,Joined in Aug 2015,1,1,0,0,[],0,[]
rolflykke,,Joined in Jul 2017,4,3,0,0,[],0,[]
JBen1988,"Copenhagen, Denmark",Joined in Feb 2013,12,12,12,0,[],0,[]
U7759ZFrichards,"England, United Kingdom",Joined in Jul 2016,79,39,41,1,[],1,['IanS301']
svaba992,"Obrenovac, Serbia",Joined in Dec 2017,16,5,4,0,[],0,[]
nicolecsmit,"Toms River, New Jersey",Joined in Nov 2018,47,22,22,2,[],2,[]
persilj4,"Tampere, Finland",Joined in Sep 2015,60,59,8,0,[],0,[]
553gunap,,Joined in Mar 2017,21,13,7,0,[],1,[]
365giornidicibo,"Turin, Italy",Joined in May 2019,1,1,0,0,[],0,[]
2900Marlene,,Joined in Apr 2019,1,1,0,0,[],0,[]
813mcdougall,"Surrey, United Kingdom",Joined in Aug 2015,97,97,28,0,[],0,[]
H5543RAdani,"Neusiedl am See, Austria",Joined in Apr 2019,10,9,12,0,[],0,[]
MrAhUa,"Romford, United Kingdom",Joined in Jul 2012,19,19,6,0,[],0,[]
roberthO8919OE,"Saltsjo-Boo, Sweden",Joined in Apr 2016,5,4,2,0,[],0,[]
JulieP289,"Bosham, United Kingdom",Joined in Oct 2012,322,139,86,0,[],0,[]
peterrI7591XA,"Trondheim, Norway",Joined in Jul 2015,4,4,1,0,[],0,[]
V9421KBvictoriah,"Leeds, United Kingdom",Joined in Jul 2008,8,6,2,1,['Janeypoo22'],0,[]
GGlen78,"Viborg, Denmark",Joined in Jul 2009,171,167,88,0,[],2,[]
LeJardinDeAmy,"London, United Kingdom",Joined in Jun 2017,53,18,23,1,[],0,[]
Jrrv,,Joined in Apr 2009,3,3,0,1,['bob9001'],0,[]
szymanskapatrycjaa,"Copenhagen, Denmark",Joined in Sep 2018,41,15,5,0,[],0,[]
RBL201,"Barnet, United Kingdom",Joined in Dec 2016,6,4,4,0,[],0,[]
LTJ101,,Joined in Jan 2019,1,1,0,0,[],0,[]
91jakobd,"Aarhus, Denmark",Joined in Jul 2016,4,3,0,0,[],0,[]
chloeijames,"Oxford, United Kingdom",Joined in Jan 2015,14,10,1,0,[],0,[]
Marro,"Leicester, United Kingdom",Joined in Aug 2006,53,47,31,0,[],0,[]
dimitrisbaltzis,"Kythira, Greece",Joined in Apr 2012,81,36,27,3,[],1,['evgeniak331']
Matias-Grober,,Joined in Dec 2018,1,1,0,0,[],0,[]
Marjunmilena,,Joined in Dec 2018,1,1,0,0,[],0,[]
dbizzle1,"Derry, United Kingdom",Joined in Jul 2017,43,15,7,0,[],0,[]
step1993,"Rome, Italy",Joined in Apr 2013,2,2,0,0,[],0,[]
ViajeraDelMundo87,,Joined in Dec 2018,2,1,0,0,[],0,[]
382elinac,"Copenhagen, Denmark",Joined in Dec 2018,1,1,0,0,[],0,[]
Enric_Valles_5,"Barcelona, Spain",Joined in Apr 2015,9,5,0,1,[],0,[]
181leoc,"Toronto, Canada",Joined in Aug 2016,43,23,45,0,[],1,[]
Travel52087191533,,Joined in Nov 2018,1,1,0,0,[],0,[]
misslovg,Denmark,Joined in Jul 2011,103,90,23,0,[],0,[]
danieleb1961,"Rome, Italy",Joined in Dec 2011,50,50,26,1,[],0,[]
mikbank,"Copenhagen, Denmark",Joined in May 2018,18,4,1,0,[],1,['christinabjerregaard']
142christopherp,"Beaconsfield, United Kingdom",Joined in Sep 2012,55,36,14,1,[],1,[]
128aukeb,"Sint-Pieters-Rode, Belgium",Joined in Sep 2016,8,6,0,0,[],0,[]
jolynnTJL,Malaysia,Joined in Sep 2018,14,11,0,0,[],0,[]
achillematteonini,"Copenhagen, Denmark",Joined in Oct 2018,1,1,0,0,[],0,[]
Mobile820326,,Joined in Oct 2018,3,2,0,0,[],0,[]
Uwimana,"Maidenhead, United Kingdom",Joined in Sep 2008,31,20,4,2,[],0,[]
CarolineK1738,,Joined in Apr 2012,2,2,0,0,[],0,[]
Westisch,"Malmö, Sweden",Joined in Apr 2010,8,2,6,0,[],0,[]
TaraJ441,,Joined in Jul 2012,4,4,0,0,[],0,[]
rickc371,,Joined in May 2015,8,8,1,0,[],0,[]
ErlingDanmark,"Kolding, Denmark",Joined in Jul 2007,631,202,52,4,[],0,[]
EricNJulia,United Kingdom,Joined in Aug 2015,509,415,168,3,[],16,[]
breadford9,"Saint Paul, Minnesota",Joined in Aug 2018,1,1,1,0,[],0,[]
440zahids,"King City, Canada",Joined in Mar 2016,138,130,88,0,[],0,[]
TheHungrySeal,"Toronto, Canada",Joined in Jun 2018,1,1,0,0,[],0,[]
JerryJar,"Copenhagen, Denmark",Joined in Jan 2008,4,4,0,0,[],0,[]
whoisbossk,"Dallas, Texas",Joined in Jul 2016,7,5,1,0,[],1,['NatGeo']
A_J_Holmberg,"Uppsala, Sweden",Joined in May 2013,11,11,5,0,[],0,[]
sennakerssies,"Utrecht, The Netherlands",Joined in Jul 2018,1,1,0,0,[],0,[]
sebastianm552,"Berlin, Germany",Joined in Dec 2015,2,2,0,0,[],0,[]
haeggmana,Stockholm,Joined in Dec 2015,8,8,0,0,[],0,[]
JulianPCork,"Cork, Ireland",Joined in Aug 2010,38,38,8,0,[],0,[]
766emilm,,Joined in Aug 2014,3,2,0,0,[],0,[]
charlinz,,Joined in Aug 2017,4,2,0,0,[],0,[]
stueyys,,Joined in Jun 2014,17,13,1,0,[],0,[]
mcmarcocugusi,,Joined in Apr 2018,1,1,0,0,[],0,[]
19Crepescoffee,"Copenhagen, Denmark",Joined in Jan 2018,25,7,4,1,['tudord693'],0,[]
IanS756,"Bristol, United Kingdom",Joined in Sep 2011,25,24,14,0,[],0,[]
alexandramJ7945KY,"Brussels, Région De Bruxelles-Capitale, Belgium",Joined in Aug 2014,54,23,2,1,['619radub'],0,[]
395henrikh,"Kongens Lyngby, Denmark",Joined in Jul 2014,84,54,18,0,[],0,[]
722JamesP,"Aberdeen, United Kingdom",Joined in Apr 2013,87,60,23,0,[],0,[]
clemk4,"Colchester, United Kingdom",Joined in May 2012,187,84,66,0,[],0,[]
AhmetM549,Turkey,Joined in Feb 2018,25,14,4,0,[],0,[]
fetta89,"Monselice, Italy",Joined in Oct 2012,12,11,5,1,[],0,[]
robjdowd,"Watergrasshill, Ireland",Joined in Jun 2010,48,46,35,0,[],0,[]
deborahewaldsgaarden,"Hornbaek, Denmark",Joined in Jan 2014,159,19,3,0,[],0,[]
alassen,"Copenhagen, Denmark",Joined in Mar 2016,3,3,0,0,[],0,[]
naca68,"Copenhagen, Denmark",Joined in Jul 2008,14,7,1,0,[],0,[]
B6346VEthomask,,Joined in Mar 2016,18,18,6,0,[],0,[]
iamafiredragon,"Copenhagen, Denmark",Joined in May 2008,12,6,2,0,[],0,[]
JPRXPR,"Mollet del Valles, Spain",Joined in Dec 2013,15,12,1,0,[],0,[]
KevUKBrighton,"Hove, United Kingdom",Joined in Sep 2008,112,79,37,2,[],2,"['PaulJ561', 'rachelfH9143ON']"
davidtE6914CB,"Friendswood, Texas",Joined in Jan 2016,15,9,4,0,[],0,[]
ramshackl,"Copenhagen, Denmark",Joined in Sep 2016,63,15,4,0,[],0,[]
M8261XVtimm,,Joined in May 2016,1,1,0,1,['julamme'],1,['julamme']
TheSuzoo,"Valby, Denmark",Joined in Jan 2013,40,40,46,0,[],0,[]
Imogen26,"Newcastle upon Tyne, United Kingdom",Joined in Oct 2017,10,10,1,0,[],0,[]
inTRIP1,,Joined in Apr 2013,18,11,15,0,[],0,[]
B0ulderTravel,Boulder CO,Joined in Jan 2010,6,3,2,0,[],0,[]
689finiand,"London, United Kingdom",Joined in Aug 2014,77,76,24,1,[],1,[]
UffeP34,"Copenhagen, Denmark",Joined in Jan 2014,7,7,0,0,[],0,[]
NorwegianChef,"Stavanger, Norway",Joined in Feb 2010,56,48,16,1,[],0,[]
dianeadler8,"Copenhagen, Denmark",Joined in Sep 2017,1,1,0,0,[],0,[]
BrigitteG1277,,Joined in Apr 2016,12,11,1,0,[],0,[]
phlashphelps,"Plymouth, California",Joined in Dec 2005,59,40,11,0,[],0,[]
pegrube,"New York City, New York",Joined in Aug 2017,5,2,0,0,[],0,[]
mijohanna,"Helsinki, Finland",Joined in Aug 2017,1,1,0,0,[],0,[]
ronjajonasson,"Copenhagen, Denmark",Joined in Jul 2017,3,3,2,0,[],0,[]
Gazza415,"London, United Kingdom",Joined in Aug 2015,132,87,26,0,[],0,[]
Pbutterworth67,"Riga, Latvia",Joined in Aug 2014,12,10,2,0,[],0,[]
Castor1979,"St Ives, United Kingdom",Joined in Aug 2014,18,18,12,0,[],0,[]
MDFleming,"Chester, United Kingdom",Joined in Jul 2014,55,35,18,0,[],0,[]
bas878,,Joined in Jul 2017,2,2,3,0,[],0,[]
susurs123,"Copenhagen, Denmark",Joined in Jul 2017,2,2,0,0,[],0,[]
Miss_Cheesecake,"Copenhagen, Denmark",Joined in Feb 2008,1,1,0,0,[],0,[]
alessandrop474,,Joined in Apr 2014,10,10,6,0,[],0,[]
giuliogentilezza,"Copenhagen, Denmark",Joined in Feb 2017,2,1,0,0,[],0,[]
743ninap,St. Johann Im Pongau,Joined in Apr 2015,94,52,32,0,[],0,[]
