username,location,joined,nrContributions,nrReviews,nrUpvotes,nrFollowers,followers,nrFollowing,following
Markw2290,"Aberdeen, United Kingdom",Joined in Oct 2012,123,113,160,0,[],0,[]
workhardplayhardx5,"Toronto, Canada",Joined in Jul 2009,48,48,11,0,[],0,[]
sparnf1,,Joined in Jan 2013,5,5,5,0,[],0,[]
half62,"Bergen, Norway",Joined in Apr 2010,62,57,19,0,[],0,[]
erjavec,"Groningen, The Netherlands",Joined in Oct 2009,137,137,95,0,[],0,[]
petterfs,"Moss, Norway",Joined in Sep 2013,5,5,0,0,[],0,[]
Johanolofogren,"Gothenburg, Sweden",Joined in May 2013,4,4,0,1,['kristeri2017'],0,[]
RandaW_13,Tulsa,Joined in Apr 2013,11,11,8,0,[],0,[]
Jasper_Stefan,"Copenhagen, Denmark",Joined in Sep 2009,81,64,30,1,['borobudurcycling'],0,[]
KennethV322,"Fredericia, Denmark",Joined in Dec 2012,216,52,7,0,[],0,[]
NinaStockholm,"Stockholm, Sweden",Joined in Jun 2009,18,11,8,0,[],0,[]
Expedition68171,,Joined in Jul 2008,1,1,1,0,[],0,[]
591johanl,"Bjarred, Sweden",Joined in Jan 2016,95,39,8,0,[],0,[]
olilouise,"London, United Kingdom",Joined in Sep 2019,16,16,37,0,[],0,[]
213pauls,"Gerrards Cross, United Kingdom",Joined in Aug 2013,218,217,190,0,[],0,[]
Turist46,"Middelfart, Danmark",Joined in Mar 2012,116,116,51,0,[],0,[]
lilledj,"Oslo, Norway",Joined in Aug 2018,2,2,0,0,[],0,[]
GM-FLA,"Fort Lauderdale, Florida",Joined in Aug 2010,169,169,89,0,[],0,[]
Croquetgal,"Palm Coast, Florida",Joined in Jan 2016,42,42,14,0,[],0,[]
annReading_UK,"Reading, United Kingdom",Joined in Apr 2009,49,47,28,0,[],0,[]
BoutiqueDesignFan,Northamptonshire,Joined in Jan 2009,30,25,14,0,[],0,[]
SpirosZ4,"Amaliada, Greece",Joined in Sep 2008,145,51,14,0,[],0,[]
BusinessTravel2013,Norway,Joined in Mar 2007,28,28,9,0,[],0,[]
camranc,"Montreal, Canada",Joined in Jun 2012,149,77,61,0,[],10,"['Thrillist', 'thisisinsider', 'SmarterTravel', 'Viator', 'abraaay', 'AmandaVArg', 'gabriellem935', 'grbradley978', 'mellybee222', 'nicyantzi']"
Gullet1,"Oslo, Norway",Joined in Nov 2010,26,24,1,0,[],0,[]
PiaDahl,"Bagsvaerd, Denmark",Joined in Nov 2006,20,15,22,1,[],0,[]
mikeweiss17,"Rockville, Maryland",Joined in Aug 2014,57,43,23,0,[],0,[]
Lionheart2800,"England, United Kingdom",Joined in Jul 2016,76,75,61,0,[],0,[]
kephalonia,"Geneva, Switzerland",Joined in Nov 2011,69,62,18,0,[],0,[]
robiatto,"Werne, Germany",Joined in Mar 2016,189,96,38,0,[],0,[]
MrParr,"Derbyshire, United Kingdom",Joined in Nov 2009,24,23,15,0,[],0,[]
Groblot,"Inner Noerrebro, Denmark",Joined in Mar 2015,5,4,2,0,[],0,[]
Cride017,"Espoo, Finland",Joined in Apr 2013,63,55,32,0,[],0,[]
PandJWA,"Warrington, United Kingdom",Joined in May 2011,57,41,9,0,[],0,[]
Suessmaul,,Joined in Dec 2006,65,65,53,0,[],0,[]
trueslow,"Moscow, Russia",Joined in Jul 2016,35,18,6,0,[],0,[]
Dusty_in_the_desert,Abu Dhabi,Joined in Sep 2009,9,6,2,0,[],0,[]
ColinandKatie,"Gloucester, United Kingdom",Joined in May 2008,104,85,48,0,[],0,[]
thomasmK9564FO,"Copenhagen, Denmark",Joined in Jan 2008,24,22,4,0,[],0,[]
574jenst,"Roskilde, Denmark",Joined in Aug 2007,54,34,6,0,[],0,[]
rockys_friend,"antioch, ca",Joined in Nov 2005,95,82,60,0,[],0,[]
fgonza32,"Panama City, Panama",Joined in May 2016,29,26,9,0,[],0,[]
ShloMomo,"Haifa, Israel",Joined in Jun 2011,506,259,86,4,"['BenE568', 'ELIR889', 'yochyr613', 'tzura']",1,[]
Rysz-DK,"Lagos, Nigeria",Joined in Jul 2010,138,89,23,0,[],0,[]
264marinak,"Karon, Thailand",Joined in Mar 2013,10,10,1,0,[],0,[]
eddie-mus,"Copenhagen, Denmark",Joined in Aug 2009,113,61,38,1,[],1,['JakobStigNielsen']
Hunty2,"Verona, Italy",Joined in May 2009,31,30,12,0,[],0,[]
Karen877,"Kennebunk, Maine",Joined in May 2013,60,55,18,0,[],0,[]
BrianB202,"Adelaide, Australia",Joined in Mar 2012,73,68,31,0,[],0,[]
ReviewsByLu,"Silverthorne, Colorado",Joined in Jun 2010,97,90,53,0,[],0,[]
effeant,"Bristol, United Kingdom",Joined in May 2013,1,1,0,0,[],0,[]
Rosemary804,"Auckland Central, New Zealand",Joined in Feb 2012,56,49,15,0,[],0,[]
VidaBoheme63,"Kronberg im Taunus, Germany",Joined in Sep 2008,130,104,51,0,[],0,[]
Baggywrinkle75,"Norfolk, United Kingdom",Joined in Nov 2009,148,129,63,0,[],0,[]
Chartwell23_13,"Great Malvern, United Kingdom",Joined in May 2013,27,25,4,0,[],0,[]
MolterSan,"Solroed Strand, Denmark",Joined in Jan 2009,166,140,33,0,[],5,[]
Paulandbetty,Heald Green Cheshire,Joined in Nov 2008,179,178,77,0,[],0,[]
hannahg136,"Canton of Basel, Switzerland",Joined in Dec 2014,284,266,107,0,[],0,[]
JaniceCsf,,Joined in Nov 2008,22,16,15,0,[],0,[]
Portsie,"St Kilda, Australia",Joined in Oct 2012,15,14,4,0,[],0,[]
Nelly-6,England,Joined in Dec 2006,223,157,117,0,[],1,['theculturetrip']
2851,"Southside Place, Texas",Joined in Jun 2011,46,38,13,0,[],0,[]
Briand43,England,Joined in Jan 2009,24,22,17,0,[],0,[]
WanderlustAB,"Istanbul, Turkey",Joined in Jun 2010,31,22,26,0,[],0,[]
Rosanarosana,"Brussels, Belgium",Joined in Mar 2010,44,44,40,0,[],0,[]
hemlockforest,New York,Joined in Jan 2004,57,56,56,0,[],0,[]
fussypersonEngland,"Barnstaple, United Kingdom",Joined in Jan 2011,45,38,20,0,[],0,[]
lebarrueto,"Aarhus, Denmark",Joined in Jul 2012,65,57,19,3,"['FCR_Bayern', 'soyestebancr', 'valentealarcon']",0,[]
KimGN,"Aarhus, Denmark",Joined in Jul 2006,100,79,75,0,[],0,[]
ascrawley,uk,Joined in Sep 2008,4,4,11,0,[],0,[]
TMBP,"Copenhagen, Denmark",Joined in Aug 2012,24,24,23,0,[],0,[]
Jessakitty,"Chicago, Illinois",Joined in Feb 2003,10,10,3,0,[],0,[]
Stefan1954,"Vientiane, Laos",Joined in Jul 2011,105,105,40,0,[],0,[]
markus_sterky,"Stockholm, Sweden",Joined in Sep 2007,51,51,27,2,[],0,[]
IdaSweden,"Drammen, Norway",Joined in Mar 2009,309,101,83,0,[],0,[]
Djoeloe,,Joined in Feb 2012,1,1,0,0,[],0,[]
britney2630,"Manchester, UK",Joined in Feb 2006,49,49,55,0,[],0,[]
BrightonEgghead,Brighton,Joined in Apr 2008,111,105,92,0,[],0,[]
amsW6,"London, United Kingdom",Joined in Jan 2011,119,119,48,0,[],0,[]
10000cranes,"Albuquerque, New Mexico",Joined in May 2011,2,2,2,0,[],0,[]
rafaelserralheiro,"Porto, Portugal",Joined in May 2019,69,32,27,1,['carolinal307'],1,['carolinal307']
runtomh,,Joined in Nov 2018,2,2,0,0,[],0,[]
alessandro627,"Shenyang, China",Joined in Oct 2014,13,7,1,0,[],0,[]
djniina,"Denpasar, Indonesia",Joined in Mar 2013,10,10,4,3,"['Safira_Safira', 'RiezkaLove', 'GBG235i']",2,[]
jbakss,"New York City, New York",Joined in Sep 2013,5,4,1,0,[],0,[]
EspenE112,"Bergen, Norway",Joined in Feb 2013,50,41,3,0,[],0,[]
do_i_travel_2much,"Vancouver, Canada",Joined in Dec 2015,309,170,283,30,"['Chanathip_18', 'Culture808688', 'grlgrdgate', 'VladimirAldobaev', 'LuxorNileCruise', 'hillbornorganiccoffe', 'Fantastic4Travel', 'bodrumyacht', 'Toursandtravelsl', 'CANADAxUKRAINE', 'alisQ1313EX', '728kahramank', 'MoroccanMemoryTours', 'jloghan', 'jackluxortour', 'Parag_vora_mcmaster', 'Jumarry', 'Jryytravel', 'sheenakayc2020', 'kerrywT3762KP']",31,"['Chanathip_18', 'danpG5842DU', 'Culture808688', 'Culinary-Consultants', 'grlgrdgate', 'VladimirAldobaev', 'LuxorNileCruise', 'Fantastic4Travel', 'bodrumyacht', 'Toursandtravelsl', 'CANADAxUKRAINE', 'alisQ1313EX', '728kahramank', 'MoroccanMemoryTours', 'jloghan', 'aprotraveler', 'jackluxortour', 'Parag_vora_mcmaster', 'Infinite_Omara', 'Jumarry']"
silviaobj,"Copenhagen, Denmark",Joined in Sep 2015,10,9,3,0,[],1,['sabsfish']
SJaneSeattle_WA,"Seattle, WA",Joined in May 2008,117,114,73,0,[],0,[]
TRAVELBAG40,"Barnsley, United Kingdom",Joined in Jul 2007,311,239,190,2,[],5,"['Brickett29', '533scottj', 'AJO_UK', 'millycasken', 'poshthings123']"
nikosk271,"Athens, Greece",Joined in Apr 2014,24,20,24,0,[],0,[]
62justineh,"Ottawa, Canada",Joined in Sep 2008,60,60,20,0,[],0,[]
Frui_Vita,"Stockport, United Kingdom",Joined in Dec 2016,69,60,47,1,[],0,[]
Anjali111,"Kanpur, India",Joined in Mar 2015,18,14,5,1,['635alpak'],5,[]
ConradoSY,"Buenos Aires, Argentina",Joined in Dec 2012,443,144,137,0,[],0,[]
MissRubyJewels,"Brighton, England, United Kingdom",Joined in Jun 2012,103,77,60,0,[],0,[]
Apotekarn,,Joined in Apr 2008,14,9,2,0,[],0,[]
incognito_v1,non,Joined in Feb 2010,6,5,4,0,[],0,[]
kith962,"Liverpool, United Kingdom",Joined in Oct 2007,1,1,0,0,[],0,[]
20170925MartinS,"St. Albans, United Kingdom",Joined in Sep 2017,8,8,5,0,[],0,[]
1Racer,"Rosemont, Illinois",Joined in Mar 2012,195,190,101,0,[],0,[]
RGT6416,"Palm Desert, California",Joined in Dec 2008,87,84,53,0,[],0,[]
missnelly123,"Lahti, Finland",Joined in Aug 2005,607,98,63,0,[],0,[]
804cristiang,"Barcelona, Spain",Joined in Nov 2014,43,22,5,0,[],0,[]
304kendallr,,Joined in Jul 2017,6,4,5,0,[],0,[]
srfrags123,"Los Angeles, California",Joined in Sep 2011,26,25,19,0,[],0,[]
IrisH396,"Tirana, Albania",Joined in Nov 2007,2,2,0,0,[],0,[]
Luisecarv,"New York City, New York",Joined in Feb 2014,23,23,10,0,[],0,[]
henninas,"Copenhagen, Denmark",Joined in Jun 2018,4,4,0,0,[],0,[]
Vicky_Geor,"Athens, Greece",Joined in Feb 2018,21,21,5,0,[],0,[]
JAL047,"Western Cape, South Africa",Joined in Dec 2009,90,86,23,0,[],0,[]
marcon1an,,Joined in Mar 2012,28,28,22,0,[],0,[]
packertjames,"Toronto, Canada",Joined in Dec 2017,6,6,0,0,[],0,[]
bcopley,"Devon, Pennsylvania",Joined in Aug 2015,23,23,5,0,[],0,[]
Vidosmum,"Utrecht, The Netherlands",Joined in Apr 2011,123,116,18,1,[],0,[]
evaborgertpalm,"Sollentuna, Sweden",Joined in Jan 2017,48,32,34,0,[],0,[]
Bowralman,"Bowral, Australia",Joined in Jul 2009,35,35,17,0,[],0,[]
cabischof,"Cabo Rojo, Puerto Rico",Joined in Apr 2017,10,10,1,0,[],0,[]
markt65,"Stratford City, United Kingdom",Joined in Jun 2010,31,29,26,0,[],0,[]
Secucivile,"Paris, France",Joined in Feb 2014,240,96,67,1,[],0,[]
Crystal1942,"Nyon, Switzerland",Joined in Sep 2009,286,284,125,1,[],0,[]
NeilRJ,"Columbus, Ohio",Joined in Sep 2012,83,83,40,0,[],0,[]
ZBerber,"New York City, New York",Joined in Jul 2012,87,74,24,0,[],0,[]
Flemse189541,"Copenhagen, Denmark",Joined in Jun 2012,154,146,55,0,[],0,[]
anthonyp388,"Houston, Texas",Joined in Mar 2014,98,98,33,0,[],6,"['Tripadvisor', 'NatGeo', 'thisisinsider', 'Jetsetter', 'Passionpassport', 'Expedia']"
MusicLovingCouple,"Guildford, United Kingdom",Joined in Jun 2010,172,172,121,0,[],0,[]
biboe234,"Lidingo, Sweden",Joined in Aug 2007,102,42,29,0,[],0,[]
travellersbergen,"Bergen, Norway",Joined in Nov 2012,48,25,5,0,[],0,[]
kerrymB5938WJ,"Luton, United Kingdom",Joined in Nov 2015,16,14,18,0,[],0,[]
Omnig,,Joined in Aug 2007,40,34,7,0,[],0,[]
Ole33,"Birkerod, Denmark",Joined in Aug 2008,39,33,33,0,[],0,[]
Manhattan_Guys,New York City,Joined in Dec 2009,94,45,32,2,[],0,[]
GAHH1981,,Joined in Jun 2010,10,10,2,0,[],0,[]
Dimple19,"Mumbai, India",Joined in May 2008,761,184,46,5,"['BarryC126', 'sg1408', 'Raghav009', 'monisharohera', '13deepikar']",19,[]
0Eirik,Oslo,Joined in Aug 2008,61,61,34,0,[],0,[]
493marshal,"Hong Kong, China",Joined in Apr 2014,101,67,27,0,[],0,[]
Basingstokeian,,Joined in Apr 2013,17,15,4,0,[],0,[]
LuluEspinoNg,"Brisbane, Australia",Joined in Oct 2009,628,353,135,0,[],0,[]
Parsakka,"Helsinki, Finland",Joined in Jul 2015,35,31,4,0,[],0,[]
FamilyTravelExpert,"Lausanne, Switzerland",Joined in Apr 2009,82,39,50,0,[],0,[]
grasp7,"Athens, Greece",Joined in Apr 2016,84,57,37,0,[],0,[]
Study_Plan_Action,"Istanbul, Turkey",Joined in Aug 2009,52,52,39,0,[],0,[]
Lenither,,Joined in Sep 2012,23,13,6,0,[],0,[]
TwometrePete,"Bristol, United Kingdom",Joined in Oct 2015,118,105,37,0,[],2,[]
dds777,"Surfers Paradise, Australia",Joined in Nov 2013,139,137,45,0,[],0,[]
AmberScrumpy,"Sale, Cheshire",Joined in Jul 2005,24,20,26,0,[],0,[]
RobertoMpel,"Rosmalen, The Netherlands",Joined in Nov 2013,31,17,7,0,[],0,[]
48agnes,"Singapore, Singapore",Joined in Aug 2013,23,23,4,0,[],0,[]
Jackovsky,"Manchester, United Kingdom",Joined in May 2011,196,178,68,0,[],0,[]
BotaSocialMediaTeam,"Huddersfield, United Kingdom",Joined in Aug 2014,41,36,35,0,[],0,[]
DonD354,"Sofia, Bulgaria",Joined in Aug 2008,274,149,211,0,[],0,[]
Landeebiya,,Joined in Aug 2014,52,24,3,0,[],0,[]
C2585JMronaldm,"Lakeway, Texas",Joined in Jun 2015,31,31,4,0,[],0,[]
ClaudiaBarbados,"Atlantic Shores, Barbados",Joined in Aug 2009,40,15,9,0,[],0,[]
Supersonicsue,"Taby, Sweden",Joined in Jan 2012,51,50,39,0,[],0,[]
TravelGRL1414,"Grand Blanc, Michigan",Joined in May 2009,53,31,9,0,[],14,"['Tripadvisor', 'NatGeo', 'TravelandLeisure', 'TravelChannel', 'Thrillist', 'thisisinsider', 'Jetsetter', 'Passionpassport', 'wineenthusiast', 'DameTraveler', 'ThePointsGuy', 'tripotocommunity', 'DeparturesMag', 'FodorsTravel']"
Knightmum,,Joined in Feb 2015,8,8,9,0,[],0,[]
MaryK718,"Greensboro, North Carolina",Joined in May 2012,60,49,12,0,[],0,[]
keithnewhook,"Victoria, Canada",Joined in Feb 2010,289,199,55,1,['grlgrdgate'],5,[]
GMMT,"Thyolo, Malawi",Joined in Aug 2013,9,9,7,0,[],0,[]
helkatherts,"London, United Kingdom",Joined in Jul 2007,135,135,40,0,[],0,[]
LauraD115,"Brighton, United Kingdom",Joined in Aug 2011,396,317,153,4,[],0,[]
GcRedaelli,"Dublin, Ireland",Joined in Apr 2009,251,198,99,2,[],0,[]
PellePlot,"Lidkoping, Sweden",Joined in Jun 2013,28,28,9,0,[],0,[]
Maxpaln,"Southwater, United Kingdom",Joined in Jun 2009,4,4,0,0,[],0,[]
amazingvoyager,"Hallandale Beach, Florida",Joined in Aug 2011,5,5,2,0,[],0,[]
GloriaL431,"Scarsdale, New York",Joined in May 2013,189,160,53,0,[],0,[]
Ingileifastv,"Swansea, United Kingdom",Joined in May 2014,43,31,20,0,[],0,[]
mskaydee,"New York City, New York",Joined in Mar 2011,4,4,2,0,[],0,[]
tommyp222,"Copenhagen, Denmark",Joined in Jul 2014,45,44,17,0,[],0,[]
Dane_from_New_Jersey,"Princeton, New Jersey",Joined in Mar 2015,17,14,3,0,[],0,[]
SignarI,"Levanger, Norway",Joined in May 2012,262,246,100,3,[],0,[]
MelanieB60,"Paris, France",Joined in Oct 2011,123,105,75,0,[],5,"['karghes', 'M224HCjenniferg', 'Q716KWbrucel', 'wendypF7001AO', 'sadiegrant']"
srlu,"Helsinki, Finland",Joined in Aug 2012,36,28,2,0,[],0,[]
Emvelly,"Victoria, Canada",Joined in Oct 2013,50,50,18,0,[],0,[]
Nikkismckenna,"Copenhagen, Denmark",Joined in Jul 2013,53,27,52,1,[],0,[]
SoozNL,Amsterdam,Joined in Jul 2009,73,69,27,0,[],0,[]
ThomasE112,"Helsingoer, Denmark",Joined in Jul 2012,24,14,11,0,[],0,[]
Rodidario,,Joined in Sep 2009,2,2,7,0,[],0,[]
Zwoula,,Joined in Aug 2012,7,4,0,0,[],0,[]
Kamel_Deriche,,Joined in May 2013,3,3,0,0,[],0,[]
atayqed,"West Palm Beach, Florida",Joined in May 2010,221,221,67,0,[],0,[]
christosDk,DK,Joined in Jun 2008,216,47,45,0,[],0,[]
ChristelBladh,"Copenhagen, Denmark",Joined in Mar 2008,1,1,0,0,[],0,[]
CarlosPerezMartin,"Montarnaud, France",Joined in Feb 2009,8,1,2,0,[],0,[]
MariaS_cph,"Gentofte Municipality, Denmark",Joined in Apr 2009,38,37,10,0,[],0,[]
207LeighM,"Roskilde, Roskilde, Denmark",Joined in Jun 2012,92,92,56,0,[],0,[]
DPSMINOZ,"Lawrence, Kansas",Joined in Oct 2010,37,34,15,0,[],0,[]
kstorrs27,"New Bern, NC",Joined in Aug 2010,96,81,52,0,[],0,[]
Asiaunknown_com,"Bangkok, Thailand",Joined in Jan 2009,236,226,129,0,[],1,[]
Nunnyboy,"Farnham, United Kingdom",Joined in Feb 2012,78,77,35,0,[],0,[]
mariec_cilec,"Dubai, United Arab Emirates",Joined in Aug 2012,149,125,64,0,[],0,[]
zadeanders,"Liverpool, United Kingdom",Joined in Oct 2008,4,4,3,0,[],0,[]
EnricoBarca,"Helsinki, Finland",Joined in Mar 2014,1,1,0,0,[],0,[]
FamilienJuhl,Varde,Joined in Jun 2009,121,72,36,0,[],0,[]
AMK50,"Roedvig, Denmark",Joined in Aug 2011,55,54,16,0,[],0,[]
139hpb,"London, United Kingdom",Joined in Oct 2013,16,16,0,0,[],2,[]
AhmiB,Minnesota,Joined in Mar 2013,82,57,30,0,[],0,[]
MerakiB,,Joined in Jun 2013,44,20,23,0,[],0,[]
Samo377,"Monte-Carlo, Monaco",Joined in Oct 2011,34,33,29,0,[],0,[]
Scoted,"Glasgow, United Kingdom",Joined in Aug 2011,73,73,35,0,[],0,[]
ChrBrd,"Amsterdam, The Netherlands",Joined in Aug 2012,492,489,102,0,[],0,[]
Kwizim,"Nazareth, Belgium",Joined in Feb 2012,89,74,61,1,['88stanv'],0,[]
Anniina-81,"Espoo, Finland",Joined in Oct 2007,23,19,5,0,[],0,[]
koberecker,"Vienna, Austria",Joined in Jan 2009,84,54,64,1,['florianm599'],0,[]
sstachowiak,"London, United Kingdom",Joined in Jan 2011,23,23,10,0,[],0,[]
Topenda,"Darwin, Australia",Joined in Aug 2008,79,60,72,0,[],0,[]
rotiel321,United Kingdom,Joined in Jul 2011,480,473,190,0,[],0,[]
DannB872,"Glostrup, Denmark",Joined in Nov 2012,28,28,0,0,[],0,[]
AmulyaMalladi,,Joined in Jul 2011,3,3,0,0,[],0,[]
PracticallyPerfect74,"Isle of Man, United Kingdom",Joined in Jun 2010,10,10,7,0,[],0,[]
tford14,,Joined in Sep 2007,30,30,13,0,[],0,[]
Thebarnhamtwo,,Joined in May 2011,37,37,23,0,[],0,[]
CPH1051,"Copenhagen, Denmark",Joined in May 2008,4,4,1,0,[],0,[]
MarkP39,"Newcastle upon Tyne, United Kingdom",Joined in Sep 2010,233,230,107,0,[],0,[]
TimPedersen76,,Joined in Jul 2012,10,8,3,0,[],0,[]
Camilama,Copenhagen,Joined in Aug 2009,36,36,58,0,[],0,[]
ChantalGeneva,Geneva,Joined in Jun 2009,143,143,85,0,[],0,[]
GiSkov,,Joined in Mar 2010,14,12,1,0,[],0,[]
sazaa,"Hoersholm, Denmark",Joined in Aug 2008,29,29,46,0,[],0,[]
michaelstrunk,"Hundested, Denmark",Joined in Jul 2011,547,136,64,1,[],5,"['Tripadvisor', 'labanja', 'EjvindR', 'hoerup', 'mschr']"
choufleuris,Turkey,Joined in Sep 2008,50,48,28,0,[],0,[]
Lappari,"Helsinki, Finland",Joined in Mar 2011,22,19,11,0,[],0,[]
Badaz,"Scottsdale, Arizona",Joined in Apr 2011,17,12,13,0,[],0,[]
Tallahassee-Bob,"Tallahassee, Florida",Joined in May 2011,396,248,99,0,[],0,[]
dirkdale,queensland,Joined in Oct 2009,91,91,46,0,[],0,[]
weltenbummler07,"Stuttgart, Germany",Joined in Oct 2007,63,63,47,1,['uberphotographer101'],0,[]
Hildegull,"Bergen, Norway",Joined in Mar 2008,199,141,99,3,[],0,[]
matti_hjelm,"Stockholm, Sweden",Joined in Aug 2010,2,2,1,0,[],0,[]
spalmer019,"Copenhagen, Denmark",Joined in Aug 2007,4,4,2,0,[],0,[]
love-2-travel_2820,"Gentofte, Denmark",Joined in Mar 2009,93,79,119,0,[],0,[]
beonesa,Malmo,Joined in Dec 2009,1,1,0,0,[],0,[]
BusySteph,"Bracknell, United Kingdom",Joined in Jan 2014,145,55,20,0,[],0,[]
Vizzage,Cambridge,Joined in Jul 2014,24,23,16,1,['shingostar'],0,[]
Tomberra,"Hong Kong, China",Joined in Feb 2009,956,885,473,0,[],4,"['Tripadvisor', 'thisisinsider', 'nycgo', 'TomK793']"
maddyk604,,Joined in Nov 2018,2,1,0,0,[],0,[]
friis76,"Copenhagen, Denmark",Joined in Oct 2017,7,7,3,0,[],0,[]
hamimmi11,"London, United Kingdom",Joined in Jan 2019,577,151,60,5,"['grlgrdgate', 'heshkha', 'saboohikhan', 'saadaM5683BR', 'Fudgebrownie72']",5,[]
Lvicicevic856,,Joined in Feb 2019,3,1,0,0,[],0,[]
foryouforme,"Singapore, Singapore",Joined in May 2015,376,108,77,1,['simplytravelandeat'],0,[]
jphansen81,"Johannesburg, South Africa",Joined in Jan 2017,70,41,7,0,[],0,[]
m0rten89,"Copenhagen, Denmark",Joined in Jul 2018,9,9,1,0,[],0,[]
LA276,"Lachine, Michigan",Joined in Apr 2013,33,28,3,0,[],0,[]
trikaya-unity,"Nicosia, Cyprus",Joined in Oct 2014,113,92,27,0,[],2,[]
G7867QRlaurab,"Cluj-Napoca, Cluj, Romania",Joined in Aug 2014,77,57,10,0,[],1,['545deliam']
VonHeberding,"Dubai, United Arab Emirates",Joined in Oct 2012,38,38,23,0,[],0,[]
NeelKB,Sweden,Joined in Jan 2017,15,13,5,0,[],0,[]
Coffeejanet,"Hong Kong, China",Joined in Aug 2015,10,3,0,0,[],0,[]
ceejay-94,"Henley-on-Thames, United Kingdom",Joined in Jul 2017,76,60,57,0,[],0,[]
art-theatre-style,"London, United Kingdom",Joined in Aug 2006,143,73,44,3,"['lingdao-formation', 'hillbornorganiccoffe', 'winnielegrizly']",3,[]
EileenStewart,"Glasgow, United Kingdom",Joined in Jan 2012,379,260,117,0,[],0,[]
Bucky1836,"Madison, Wisconsin",Joined in Sep 2017,250,217,83,0,[],0,[]
HarriHirvela,"Imatra, Finland",Joined in Nov 2008,247,224,92,0,[],0,[]
goran_212,"Copenhagen, Denmark",Joined in Jul 2015,9,9,2,0,[],0,[]
523anttik,"Espoo, Finland",Joined in Jun 2016,10,10,1,0,[],0,[]
Reets1954,"Susteren, The Netherlands",Joined in Dec 2011,18,15,3,0,[],0,[]
Suvielena,,Joined in Nov 2016,3,3,0,0,[],0,[]
841miriamm,"Copenhagen, Denmark",Joined in Sep 2012,6,6,0,0,[],0,[]
Mitchrar,,Joined in Sep 2020,1,1,0,0,[],0,[]
263gokays,"Copenhagen, Denmark",Joined in Dec 2010,7,7,1,0,[],0,[]
moedre,,Joined in Aug 2018,8,8,5,0,[],0,[]
jennideee,"Helsingborg, Sweden",Joined in Aug 2014,82,55,8,0,[],0,[]
opla1966,"Vaerloese, Denmark",Joined in Jul 2020,2,2,0,0,[],0,[]
LottaaK,"Stockholm, Sweden",Joined in Sep 2007,38,24,7,0,[],0,[]
MarianneH1318,,Joined in Jul 2012,1,1,0,0,[],0,[]
aannap23,"Rome, Italy",Joined in Dec 2019,79,35,138,3,"['federico19662013', 'centf2018', 'adrianof570']",6,"['MattiaBonavida', '_andresunn', 'federico19662013', 'Taito90', 'centf2018', 'adrianof570']"
Fonta18,"Copenhagen, Denmark",Joined in Sep 2009,6,4,0,0,[],0,[]
jannjarv,"Tampere, Finland",Joined in Aug 2019,8,4,0,0,[],0,[]
oliverr382,"Sheffield, United Kingdom",Joined in Feb 2016,17,5,3,0,[],0,[]
Cameron_hutch,,Joined in Jan 2020,1,1,0,0,[],0,[]
Shuffy2,"Troy, New Hampshire",Joined in Mar 2010,239,103,24,0,[],0,[]
jamak858,"Norfolk, United Kingdom",Joined in Jan 2010,80,74,67,0,[],0,[]
jeca_108,"Munich, Germany",Joined in Oct 2010,5,5,3,0,[],0,[]
sofiab927,"Geneva, Switzerland",Joined in Oct 2013,114,91,30,0,[],0,[]
crazyfish17,"Colchester, United Kingdom",Joined in Apr 2013,118,118,42,1,['tavernakaterina'],0,[]
Mitchellk919,"Manchester, United Kingdom",Joined in Mar 2013,70,31,27,1,[],0,[]
bfiliperodrigues,"Matosinhos, Portugal",Joined in May 2013,35,33,15,1,['behramos'],1,[]
pk0u,"Turku, Finland",Joined in Sep 2015,6,6,0,0,[],0,[]
davealex2017,"Salisbury, United Kingdom",Joined in Mar 2014,9,9,3,0,[],0,[]
IvoFromBelgium,"Sint-Niklaas, Belgium",Joined in Feb 2008,297,296,175,0,[],0,[]
Geoffjazzy,,Joined in Feb 2019,1,1,0,0,[],0,[]
649colinr,,Joined in Aug 2016,42,42,2,0,[],0,[]
IonutTrufin,"Bucharest, Romania",Joined in Aug 2018,22,22,0,0,[],0,[]
270carolineh,,Joined in Aug 2014,30,19,5,0,[],0,[]
lottefromdenmark,"Copenhagen, Denmark",Joined in Aug 2016,15,14,5,0,[],0,[]
SzErvin,"Copenhagen, Denmark",Joined in Nov 2012,7,7,16,0,[],0,[]
blackchina3000,"London, United Kingdom",Joined in Jun 2015,542,76,70,0,[],0,[]
benjaminn469,"Bilbao, Spain",Joined in Jul 2018,12,12,13,0,[],0,[]
leisek79,"Ballymena, United Kingdom",Joined in Jul 2018,8,8,0,0,[],0,[]
EddieAlbania,"Omaha, Nebraska",Joined in Apr 2011,17,17,34,0,[],0,[]
Caligola00,"Milan, Italy",Joined in Feb 2010,23,23,14,1,[],0,[]
daphnaw2015,"Le Marais, France",Joined in May 2011,37,27,5,0,[],0,[]
tetyana_luschuk,"Kiev, Ukraine",Joined in Jun 2016,9,4,2,0,[],0,[]
mayatree,"Alcester, United Kingdom",Joined in Mar 2012,254,253,106,0,[],0,[]
siirbula,,Joined in Feb 2018,28,28,22,0,[],0,[]
bethanjames83,"Mountsorrel, United Kingdom",Joined in Aug 2014,298,72,75,0,[],0,[]
986henriettec,"Jyllinge, Denmark",Joined in Jun 2017,83,45,10,0,[],0,[]
